brand,model,submodel,year,gear,engine,color,mileage,price,dateRecorded,source,sourceType,sourceUrl,externalId,series_auto,trim_auto
BENZ,,,2012.0,ekiiyr``ot,,dam,90210.0,699000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2012.0,ekiiyr``ot,,dam,150000.0,345000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2007.0,ekiiyr``ot,,br`nchengin,108000.0,899000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2008.0,ekiiyr``ot,,khaaw,82410.0,399000.0,2025-11-26,taladrod,marketplace,,,,
VOLVO,,,2010.0,ekiiyr``ot,,br`nchengin,80224.0,499000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2014.0,ekiiyr``ot,,dam,100748.0,359000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,khaaw,65000.0,759000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2011.0,ekiiyr``ot,,khaaw,178000.0,309000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyrthrrmdaa,,khaaw,175000.0,125000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2018.0,ekiiyr``ot,,ekhiiyw,89000.0,655000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2016.0,ekiiyr``ot,,dam,140000.0,425000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2017.0,ekiiyr``ot,,ethaa,204408.0,209000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2015.0,ekiiyr``ot,,dam,150000.0,1488000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2022.0,ekiiyr``ot,,khaaw,62000.0,729000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,aedng,34000.0,358000.0,2025-11-26,taladrod,marketplace,,,,
VOLKSWAGEN,,,2006.0,ekiiyr``ot,,br`nchengin,180000.0,390000.0,2025-11-26,taladrod,marketplace,,,,
MINI,,,2013.0,ekiiyr``ot,,namtaal,180000.0,390000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2005.0,ekiiyr``ot,,br`nchengin,250000.0,190000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2015.0,ekiiyr``ot,,ethaa,35000.0,378000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2010.0,ekiiyr``ot,,khaaw,170000.0,179000.0,2025-11-26,taladrod,marketplace,,,,
CHEVROLET,,,2019.0,ekiiyrthrrmdaa,,khaaw,19068.0,375000.0,2025-11-26,taladrod,marketplace,,,,
PORSCHE,,,2012.0,ekiiyr``ot,,khaaw,104000.0,1139000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2015.0,ekiiyr``ot,,khaaw,160000.0,799000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,ethaa,75000.0,659000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2007.0,ekiiyr``ot,,br`nchengin,150000.0,359000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2017.0,ekiiyr``ot,,br`nchengin,138230.0,289000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2005.0,ekiiyr``ot,,ethaa,235000.0,248000.0,2025-11-26,taladrod,marketplace,,,,
VOLVO,,,2022.0,ekiiyr``ot,,ethaa,89000.0,1250000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2013.0,ekiiyr``ot,,br`nchengin,63310.0,599000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2021.0,ekiiyr``ot,,aedng,16000.0,389000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2020.0,ekiiyr``ot,,ethaa,49000.0,619000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2017.0,ekiiyr``ot,,ethaa,74000.0,1990000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2022.0,ekiiyr``ot,,khaaw,55600.0,1990000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2018.0,ekiiyr``ot,,khaaw,211000.0,469000.0,2025-11-26,taladrod,marketplace,,,,
HYUNDAI,,,2022.0,ekiiyr``ot,,dam,55000.0,1569000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2020.0,ekiiyr``ot,,dam,68000.0,1590000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2017.0,ekiiyr``ot,,dam,69000.0,429000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2013.0,ekiiyr``ot,,ethaa,266000.0,399000.0,2025-11-26,taladrod,marketplace,,,,
SUZUKI,,,2020.0,ekiiyr``ot,,aedng,10497.0,125000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2018.0,ekiiyr``ot,,ethaa,152700.0,699000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2021.0,ekiiyr``ot,,ethaa,71939.0,519000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2024.0,ekiiyr``ot,,ethaa,5757.0,5128000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2020.0,ekiiyr``ot,,aedng,55000.0,324000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,dam,60000.0,198000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2018.0,ekiiyr``ot,,dam,100000.0,859000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,ethaa,65490.0,798000.0,2025-11-26,taladrod,marketplace,,,,
THAI,,,2001.0,ekiiyr``ot,,namtaal,260000.0,129000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,aedng,23000.0,309000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2010.0,ekiiyr``ot,,khaaw,270000.0,199000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2017.0,ekiiyrthrrmdaa,,khaaw,90230.0,229000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2012.0,ekiiyr``ot,,khaaw,162000.0,219000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2002.0,ekiiyrthrrmdaa,,br`nchengin,430000.0,249000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2004.0,ekiiyr``ot,,br`nchengin,166000.0,699000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2013.0,ekiiyr``ot,,sm,57000.0,129000.0,2025-11-26,taladrod,marketplace,,,,
VOLKSWAGEN,,,2015.0,ekiiyr``ot,,ethaa,90000.0,799000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2008.0,ekiiyr``ot,,khaaw,170000.0,388000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2016.0,ekiiyr``ot,,br`nchengin,61908.0,319000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2015.0,ekiiyr``ot,,aedng,149000.0,169000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2023.0,ekiiyr``ot,,ethaa,36476.0,2990000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,khaaw,130594.0,748000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2004.0,ekiiyr``ot,,namtaal,260000.0,129000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2018.0,ekiiyr``ot,,ethaa,50000.0,1790000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2011.0,ekiiyr``ot,,khaaw,152000.0,269000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,khaaw,170000.0,338000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2015.0,ekiiyr``ot,,dam,74000.0,450000.0,2025-11-26,taladrod,marketplace,,,,
SUZUKI,,,2023.0,ekiiyrthrrmdaa,,khaaw,3000.0,229000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2020.0,ekiiyr``ot,,ethaa,141453.0,728000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2013.0,ekiiyr``ot,,dam,170000.0,1198000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2008.0,ekiiyr``ot,,khaaw,240000.0,219000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2017.0,ekiiyr``ot,,ethaa,160000.0,510000.0,2025-11-26,taladrod,marketplace,,,,
LEXUS,,,2003.0,ekiiyr``ot,,ethaa,178000.0,178000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2021.0,ekiiyr``ot,,dam,68171.0,739000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,dam,132151.0,758000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2012.0,ekiiyr``ot,,br`nchengin,225198.0,319000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2010.0,ekiiyr``ot,,namtaal,183051.0,239000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2024.0,ekiiyr``ot,,dam,16662.0,1568000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2019.0,ekiiyr``ot,,br`nchth`ng,80000.0,799000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2023.0,ekiiyrthrrmdaa,,ethaa,60000.0,429000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2016.0,ekiiyr``ot,,dam,169114.0,419000.0,2025-11-26,taladrod,marketplace,,,,
MG,,,2022.0,ekiiyr``ot,,ethaa,47000.0,559000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,khaaw,72000.0,759000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2017.0,ekiiyr``ot,,khaaw,82953.0,1790000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2017.0,ekiiyr``ot,,khaaw,316000.0,309000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,namengin,115000.0,659000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,dam,55263.0,699000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,dam,104735.0,269000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2018.0,ekiiyrthrrmdaa,,khaaw,72698.0,389000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2022.0,ekiiyrthrrmdaa,,khaaw,28000.0,359000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2023.0,ekiiyr``ot,,khaaw,56484.0,639000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2019.0,ekiiyr``ot,,khaaw,70000.0,1550000.0,2025-11-26,taladrod,marketplace,,,,
MG,,,2019.0,ekiiyr``ot,,dam,118000.0,279000.0,2025-11-26,taladrod,marketplace,,,,
SUZUKI,,,2023.0,ekiiyrthrrmdaa,,khaaw,14117.0,289000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2021.0,ekiiyr``ot,,dam,89000.0,1350000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2017.0,ekiiyr``ot,,dam,95000.0,2190000.0,2025-11-26,taladrod,marketplace,,,,
VOLVO,,,2020.0,ekiiyr``ot,,khaaw,130000.0,1150000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2014.0,ekiiyr``ot,,khaaw,175000.0,229000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,dam,64362.0,559000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2004.0,ekiiyr``ot,,br`nchengin,300566.0,499000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2010.0,ekiiyr``ot,,br`nchengin,198000.0,129000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,khaaw,143835.0,759000.0,2025-11-26,taladrod,marketplace,,,,
SUBARU,,,2015.0,ekiiyr``ot,,dam,118000.0,279000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2013.0,ekiiyr``ot,,ethaa,164000.0,149000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2011.0,ekiiyr``ot,,br`nchengin,100000.0,259000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,dam,96000.0,659000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2016.0,ekiiyr``ot,,namengin,90000.0,609000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,khaaw,85000.0,1190000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2018.0,ekiiyr``ot,,ekhiiyw,90000.0,678000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2006.0,ekiiyr``ot,,dam,222065.0,188000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2014.0,ekiiyr``ot,,ethaa,231518.0,239000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2019.0,ekiiyrthrrmdaa,,ethaa,71050.0,265000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2013.0,ekiiyr``ot,,ethaa,205306.0,199000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2024.0,ekiiyr``ot,,dam,14000.0,2590000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2009.0,ekiiyr``ot,,ethaa,120000.0,139000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2014.0,ekiiyr``ot,,khaaw,33573.0,699000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2012.0,ekiiyr``ot,,dam,181718.0,169000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2009.0,ekiiyrthrrmdaa,,khaaw,291094.0,209000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2015.0,ekiiyr``ot,,dam,94231.0,1299000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2017.0,ekiiyr``ot,,dam,180000.0,329000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,dam,156000.0,409000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,ethaa,119176.0,695000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2019.0,ekiiyr``ot,,aedng,71550.0,235000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2015.0,ekiiyr``ot,,khaaw,100000.0,429000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2013.0,ekiiyr``ot,,khaaw,76247.0,558000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2013.0,ekiiyr``ot,,ethaa,161138.0,309000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2010.0,ekiiyr``ot,,dam,223800.0,599000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2013.0,ekiiyr``ot,,namtaal,167324.0,588000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2024.0,ekiiyr``ot,,ethaa,2469.0,9290000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2014.0,ekiiyr``ot,,khaaw,193000.0,319000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2016.0,ekiiyr``ot,,dam,67000.0,499000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2014.0,ekiiyr``ot,,khaaw,132000.0,254000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2016.0,ekiiyr``ot,,br`nchengin,230000.0,469000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2015.0,ekiiyr``ot,,ethaa,105000.0,549000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2017.0,ekiiyr``ot,,sm,80000.0,535000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2012.0,ekiiyr``ot,,khaaw,142524.0,799000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2016.0,ekiiyr``ot,,aedng,145800.0,299000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,khaaw,133380.0,709000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2021.0,ekiiyr``ot,,aedng,62000.0,359000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2010.0,ekiiyr``ot,,br`nchengin,180000.0,379000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,khaaw,121977.0,928000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2017.0,ekiiyr``ot,,khaaw,80000.0,1195000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2018.0,ekiiyr``ot,,namengin,110000.0,549000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2021.0,ekiiyr``ot,,br`nchengin,32649.0,100000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2024.0,ekiiyr``ot,,dam,9100.0,3150000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2021.0,ekiiyrthrrmdaa,,khaaw,100000.0,679000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2022.0,ekiiyrthrrmdaa,,ethaa,54901.0,379000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2020.0,ekiiyr``ot,,ethaa,102000.0,1180000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2016.0,ekiiyr``ot,,br`nchengin,50000.0,1450000.0,2025-11-26,taladrod,marketplace,,,,
KIA,,,2021.0,ekiiyr``ot,,ethaa,120000.0,1599000.0,2025-11-26,taladrod,marketplace,,,,
LANDROVER,,,2022.0,ekiiyr``ot,,dam,49000.0,3150000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2022.0,ekiiyr``ot,,dam,51000.0,3150000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,dam,10000.0,649000.0,2025-11-26,taladrod,marketplace,,,,
MG,,,2019.0,ekiiyr``ot,,aedng,65977.0,299000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2022.0,ekiiyr``ot,,sm,40000.0,1390000.0,2025-11-26,taladrod,marketplace,,,,
VOLKSWAGEN,,,2014.0,ekiiyr``ot,,dam,140000.0,519000.0,2025-11-26,taladrod,marketplace,,,,
SUZUKI,,,2019.0,ekiiyr``ot,,namengin,67128.0,278000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2004.0,ekiiyr``ot,,br`nchengin,170000.0,240000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,khaaw,40000.0,2420000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyrthrrmdaa,,ethaa,51000.0,339000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2005.0,ekiiyr``ot,,br`nchengin,73000.0,330000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,ethaa,90000.0,620000.0,2025-11-26,taladrod,marketplace,,,,
PORSCHE,,,2012.0,ekiiyr``ot,,dam,79000.0,1670000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2019.0,ekiiyr``ot,,khaaw,50000.0,439000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2021.0,ekiiyr``ot,,dam,50000.0,1270000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2020.0,ekiiyr``ot,,aedng,58118.0,248000.0,2025-11-26,taladrod,marketplace,,,,
MG,,,2020.0,ekiiyr``ot,,aedng,86000.0,148000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2018.0,ekiiyr``ot,,khaaw,96000.0,339000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2023.0,ekiiyr``ot,,namtaal,18000.0,1000000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2017.0,ekiiyr``ot,,dam,100000.0,658000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2020.0,ekiiyr``ot,,khaaw,39083.0,1390000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,br`nchengin,91000.0,929000.0,2025-11-26,taladrod,marketplace,,,,
KIA,,,2016.0,ekiiyr``ot,,khaaw,119357.0,699000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2012.0,ekiiyr``ot,,khaaw,118000.0,1190000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2024.0,ekiiyr``ot,,namengin,11000.0,1389000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2023.0,ekiiyr``ot,,dam,51000.0,999000.0,2025-11-26,taladrod,marketplace,,,,
AUDI,,,2022.0,ekiiyr``ot,,khaaw,24000.0,2190000.0,2025-11-26,taladrod,marketplace,,,,
HYUNDAI,,,2023.0,ekiiyr``ot,,khaaw,49000.0,1659000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2024.0,ekiiyr``ot,,ethaa,9600.0,1239000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2010.0,ekiiyr``ot,,ehluue`ng,225462.0,168000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,dam,82000.0,549000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2011.0,ekiiyr``ot,,khaaw,179700.0,270000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2024.0,ekiiyr``ot,,ethaa,13000.0,1099000.0,2025-11-26,taladrod,marketplace,,,,
HYUNDAI,,,2019.0,ekiiyr``ot,,dam,56817.0,959000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2023.0,ekiiyr``ot,,khaaw,28495.0,3190000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2015.0,ekiiyr``ot,,sm,132145.0,139000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2017.0,ekiiyr``ot,,br`nchengin,149900.0,459000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2021.0,ekiiyr``ot,,dam,92223.0,999000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2012.0,ekiiyr``ot,,dam,124589.0,648000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2018.0,ekiiyr``ot,,ethaa,37000.0,389000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2016.0,ekiiyr``ot,,ethaa,140000.0,249000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2015.0,ekiiyr``ot,,ethaa,97000.0,1290000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2023.0,ekiiyr``ot,,dam,20000.0,1990000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2016.0,ekiiyrthrrmdaa,,khaaw,199442.0,220000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2015.0,ekiiyr``ot,,dam,89436.0,1688000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2023.0,ekiiyr``ot,,khaaw,59323.0,2099000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,ethaa,120000.0,320000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2022.0,ekiiyr``ot,,khaaw,48000.0,1350000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2020.0,ekiiyr``ot,,dam,94208.0,588000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2020.0,ekiiyr``ot,,br`nchth`ng,70800.0,725000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2017.0,ekiiyr``ot,,khaaw,139000.0,449000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2023.0,ekiiyr``ot,,khaaw,15094.0,3290000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2022.0,ekiiyr``ot,,dam,57000.0,2850000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2020.0,ekiiyr``ot,,khaaw,93000.0,779000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2019.0,ekiiyr``ot,,dam,50000.0,389000.0,2025-11-26,taladrod,marketplace,,,,
PORSCHE,,,2023.0,ekiiyr``ot,,dam,20000.0,3888000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2019.0,ekiiyr``ot,,dam,146959.0,500000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2024.0,ekiiyr``ot,,aedng,16992.0,1029000.0,2025-11-26,taladrod,marketplace,,,,
VOLVO,,,2021.0,ekiiyr``ot,,khaaw,90000.0,1149000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2015.0,ekiiyr``ot,,khaaw,160000.0,299000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,dam,100166.0,699000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2011.0,ekiiyr``ot,,ethaa,120000.0,328000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2025.0,ekiiyr``ot,,ethaa,2000.0,9290000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2022.0,ekiiyr``ot,,khaaw,96000.0,1148000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2021.0,ekiiyr``ot,,dam,57000.0,1290000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2016.0,ekiiyrthrrmdaa,,ethaa,186000.0,259000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2018.0,ekiiyr``ot,,khaaw,88480.0,355000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2016.0,ekiiyr``ot,,dam,156664.0,628000.0,2025-11-26,taladrod,marketplace,,,,
AUDI,,,2012.0,ekiiyr``ot,,dam,150000.0,438000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2021.0,ekiiyrthrrmdaa,,dam,30470.0,515000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,ethaa,144180.0,235000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2014.0,ekiiyr``ot,,khaaw,170000.0,395000.0,2025-11-26,taladrod,marketplace,,,,
SUZUKI,,,2020.0,ekiiyr``ot,,aedng,104870.0,285000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2024.0,ekiiyr``ot,,khaaw,5600.0,1999000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2018.0,ekiiyr``ot,,khaaw,119837.0,686000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,khaaw,198159.0,648000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,1999.0,ekiiyr``ot,,br`nchengin,70000.0,135000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2019.0,ekiiyr``ot,,dam,84600.0,1280000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2012.0,ekiiyr``ot,,ethaa,140000.0,170000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,khaaw,258159.0,155000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2019.0,ekiiyr``ot,,dam,242748.0,620000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2020.0,ekiiyr``ot,,khaaw,150000.0,990000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,khaaw,265000.0,299000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2012.0,ekiiyr``ot,,ethaa,76823.0,159000.0,2025-11-26,taladrod,marketplace,,,,
