brand,model,submodel,year,gear,engine,color,mileage,price,dateRecorded,source,sourceType,sourceUrl,externalId,series_auto,trim_auto
NISSAN,,,2020.0,ekiiyr``ot,,ethaa,62000.0,370000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2017.0,ekiiyr``ot,,dam,126200.0,659000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,dam,88530.0,938000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2017.0,ekiiyrthrrmdaa,,khaaw,100000.0,299000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2015.0,ekiiyr``ot,,ethaa,110000.0,419000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2014.0,ekiiyrthrrmdaa,,khaaw,212841.0,648000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2017.0,ekiiyr``ot,,khaaw,151600.0,829000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2006.0,ekiiyr``ot,,khaaw,345000.0,168000.0,2025-11-26,taladrod,marketplace,,,,
AUDI,,,2010.0,ekiiyr``ot,,khaaw,,389000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2006.0,ekiiyr``ot,,ekhiiyw,140000.0,339000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2019.0,ekiiyr``ot,,khaaw,123500.0,1290000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2016.0,ekiiyr``ot,,ethaa,150000.0,699000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2013.0,ekiiyrthrrmdaa,,dam,143782.0,289000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2011.0,ekiiyr``ot,,ethaa,100000.0,149000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2020.0,ekiiyr``ot,,dam,113722.0,819000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2020.0,ekiiyr``ot,,dam,133200.0,859000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,khaaw,130137.0,679000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2024.0,ekiiyr``ot,,dam,7634.0,2990000.0,2025-11-26,taladrod,marketplace,,,,
MINI,,,2016.0,ekiiyr``ot,,ethaa,130000.0,639000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2016.0,ekiiyr``ot,,ethaa,65000.0,409000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,khaaw,100800.0,899000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2023.0,ekiiyr``ot,,khaaw,22958.0,1590000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2011.0,ekiiyr``ot,,br`nchengin,344635.0,339000.0,2025-11-26,taladrod,marketplace,,,,
SUZUKI,,,2014.0,ekiiyrthrrmdaa,,khaaw,88000.0,87000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2017.0,ekiiyr``ot,,namtaal,167361.0,769000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,ethaa,43477.0,349000.0,2025-11-26,taladrod,marketplace,,,,
MINI,,,2013.0,ekiiyr``ot,,khaaw,130000.0,588000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,ethaa,119157.0,559000.0,2025-11-26,taladrod,marketplace,,,,
MINI,,,2022.0,ekiiyr``ot,,ethaa,17000.0,1356000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2016.0,ekiiyr``ot,,dam,135820.0,345000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2022.0,ekiiyr``ot,,ethaa,37000.0,2090000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2023.0,ekiiyr``ot,,khaaw,5831.0,2798000.0,2025-11-26,taladrod,marketplace,,,,
ORA,,,2022.0,ekiiyr``ot,,aedng,82059.0,495000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2010.0,ekiiyr``ot,,dam,147333.0,529000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2016.0,ekiiyr``ot,,khaaw,150000.0,259000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyrthrrmdaa,,dam,15300.0,535000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2020.0,ekiiyr``ot,,dam,50238.0,1599000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2016.0,ekiiyr``ot,,dam,293064.0,999000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2017.0,ekiiyr``ot,,dam,100000.0,529000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2015.0,ekiiyr``ot,,khaaw,100000.0,379000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2020.0,ekiiyr``ot,,br`nchengin,63244.0,759000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2005.0,ekiiyrthrrmdaa,,ethaa,200000.0,155000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2021.0,ekiiyr``ot,,ethaa,65000.0,1359000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2015.0,ekiiyr``ot,,aedng,105000.0,235000.0,2025-11-26,taladrod,marketplace,,,,
BYD,,,2023.0,ekiiyr``ot,,ethaa,17000.0,449000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2020.0,ekiiyr``ot,,khaaw,83960.0,545000.0,2025-11-26,taladrod,marketplace,,,,
PORSCHE,,,2013.0,ekiiyr``ot,,khaaw,63000.0,1150000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2015.0,ekiiyr``ot,,khaaw,173240.0,389000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2004.0,ekiiyr``ot,,br`nchengin,180000.0,329000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,1995.0,ekiiyrthrrmdaa,,khaaw,305195.0,85000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2019.0,ekiiyr``ot,,ethaa,81000.0,1300000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2024.0,ekiiyr``ot,,ethaa,24301.0,690000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2015.0,ekiiyr``ot,,khaaw,110000.0,629000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2019.0,ekiiyr``ot,,khaaw,95000.0,1290000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2021.0,ekiiyr``ot,,ethaa,16000.0,1450000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2012.0,ekiiyr``ot,,khaaw,170000.0,339000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2012.0,ekiiyr``ot,,khaaw,150000.0,319000.0,2025-11-26,taladrod,marketplace,,,,
TESLA,,,2022.0,ekiiyr``ot,,khaaw,39500.0,1499000.0,2025-11-26,taladrod,marketplace,,,,
PORSCHE,,,2013.0,ekiiyr``ot,,ehluue`ng,79800.0,2899000.0,2025-11-26,taladrod,marketplace,,,,
LAMBORGHINI,,,2014.0,ekiiyr``ot,,ehluue`ng,38300.0,13700000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2015.0,ekiiyr``ot,,ethaa,285000.0,469000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2017.0,ekiiyr``ot,,khaaw,245000.0,588000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2022.0,ekiiyr``ot,,ethaa,59363.0,615000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2017.0,ekiiyr``ot,,dam,110000.0,378000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2014.0,ekiiyr``ot,,namtaal,72000.0,575000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2020.0,ekiiyr``ot,,dam,70000.0,1600000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2021.0,ekiiyr``ot,,dam,120000.0,985000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2023.0,ekiiyrthrrmdaa,,khaaw,103000.0,755000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2023.0,ekiiyr``ot,,ethaa,53733.0,489000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2011.0,ekiiyr``ot,,ethaa,180000.0,299000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyrthrrmdaa,,ethaa,,409000.0,2025-11-26,taladrod,marketplace,,,,
SUZUKI,,,2015.0,ekiiyr``ot,,aedng,76000.0,199000.0,2025-11-26,taladrod,marketplace,,,,
HYUNDAI,,,2019.0,ekiiyr``ot,,khaaw,90000.0,969000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyrthrrmdaa,,ethaa,52000.0,349000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2020.0,ekiiyr``ot,,dam,57500.0,829000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2017.0,ekiiyr``ot,,khaaw,210000.0,545000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2017.0,ekiiyr``ot,,br`nchengin,140000.0,1095000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2021.0,ekiiyr``ot,,ethaa,48300.0,1590000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2021.0,ekiiyr``ot,,khaaw,43000.0,639000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2018.0,ekiiyr``ot,,dam,136647.0,599000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,khaaw,146000.0,319000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2020.0,ekiiyr``ot,,ethaa,180000.0,745000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2015.0,ekiiyr``ot,,ethaa,202000.0,349000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,ethaa,48000.0,349000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2018.0,ekiiyr``ot,,khaaw,120000.0,260000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2020.0,ekiiyr``ot,,khaaw,60000.0,1588000.0,2025-11-26,taladrod,marketplace,,,,
HAVAL,,,2022.0,ekiiyr``ot,,ethaa,51000.0,599000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2020.0,ekiiyr``ot,,khaaw,56785.0,799000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2021.0,ekiiyr``ot,,ethaa,86000.0,659000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,ethaa,166361.0,469000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2002.0,ekiiyr``ot,,ethaa,200000.0,199000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2017.0,ekiiyr``ot,,khaaw,40000.0,349000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2022.0,ekiiyr``ot,,sm,16000.0,829000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2023.0,ekiiyr``ot,,aedng,20000.0,1049000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2006.0,ekiiyr``ot,,br`nchth`ng,90000.0,229000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,dam,159000.0,379000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,dam,68000.0,1580000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2022.0,ekiiyrthrrmdaa,,dam,39624.0,659000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2022.0,ekiiyrthrrmdaa,,dam,66341.0,699000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2024.0,ekiiyr``ot,,dam,16000.0,2990000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2022.0,ekiiyr``ot,,khaaw,1500.0,858000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2019.0,ekiiyr``ot,,ethaa,50000.0,859000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,khaaw,140000.0,739000.0,2025-11-26,taladrod,marketplace,,,,
HYUNDAI,,,2020.0,ekiiyr``ot,,dam,54000.0,1170000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,aedng,35000.0,789000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2015.0,ekiiyr``ot,,khaaw,150000.0,659000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,dam,40000.0,2689000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2017.0,ekiiyr``ot,,dam,124000.0,579000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2018.0,ekiiyr``ot,,dam,99000.0,1095000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2020.0,ekiiyr``ot,,ethaa,123482.0,799000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,khaaw,65550.0,2490000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2018.0,ekiiyr``ot,,br`nchengin,70000.0,990000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2012.0,ekiiyr``ot,,dam,109000.0,1100000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2012.0,ekiiyr``ot,,khaaw,180214.0,259000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2010.0,ekiiyr``ot,,khaaw,117624.0,639000.0,2025-11-26,taladrod,marketplace,,,,
PORSCHE,,,2018.0,ekiiyr``ot,,ethaa,37000.0,3690000.0,2025-11-26,taladrod,marketplace,,,,
VOLVO,,,2018.0,ekiiyr``ot,,ethaa,84000.0,990000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2018.0,ekiiyr``ot,,dam,150000.0,1949000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,dam,148244.0,939000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2017.0,ekiiyr``ot,,br`nchengin,160000.0,415000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2010.0,ekiiyr``ot,,br`nchengin,138000.0,649000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2017.0,ekiiyr``ot,,khaaw,49000.0,2190000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2022.0,ekiiyr``ot,,khaaw,55490.0,959000.0,2025-11-26,taladrod,marketplace,,,,
PORSCHE,,,2017.0,ekiiyr``ot,,khaaw,34400.0,3650000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2023.0,ekiiyr``ot,,dam,27000.0,1299000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2022.0,ekiiyr``ot,,dam,15000.0,1390000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2015.0,ekiiyr``ot,,khaaw,200000.0,699000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2022.0,ekiiyr``ot,,dam,52000.0,879000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2007.0,ekiiyr``ot,,br`nchengin,239000.0,189000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2023.0,ekiiyr``ot,,ethaa,25085.0,1079000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2011.0,ekiiyr``ot,,sm,135870.0,159000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,ethaa,110000.0,439000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,dam,122672.0,699000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2014.0,ekiiyr``ot,,ethaa,126540.0,359000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,dam,130000.0,1279000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,khaaw,45517.0,749000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2023.0,ekiiyr``ot,,khaaw,39000.0,859000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2017.0,ekiiyr``ot,,khaaw,89230.0,369000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2020.0,ekiiyr``ot,,khaaw,110600.0,719000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2017.0,ekiiyr``ot,,khaaw,63000.0,599000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2022.0,ekiiyr``ot,,dam,15000.0,359000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,br`nchengin,31513.0,499000.0,2025-11-26,taladrod,marketplace,,,,
VOLKSWAGEN,,,2017.0,ekiiyr``ot,,khaaw,100000.0,1090000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2023.0,ekiiyr``ot,,dam,20000.0,2790000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2016.0,ekiiyrthrrmdaa,,ekhiiyw,68760.0,355000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,dam,51324.0,719000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2024.0,ekiiyrthrrmdaa,,ethaa,6100.0,439000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2014.0,ekiiyr``ot,,khaaw,193000.0,139000.0,2025-11-26,taladrod,marketplace,,,,
CHEVROLET,,,2017.0,ekiiyr``ot,,khaaw,112065.0,325000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,br`nchengin,96863.0,485000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2017.0,ekiiyr``ot,,dam,159000.0,990000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2018.0,ekiiyr``ot,,khaaw,160000.0,699000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2020.0,ekiiyr``ot,,khaaw,56000.0,429000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2018.0,ekiiyr``ot,,khaaw,63665.0,329000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2019.0,ekiiyr``ot,,br`nchengin,74602.0,199000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2018.0,ekiiyr``ot,,khaaw,132685.0,1990000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2012.0,ekiiyr``ot,,ethaa,160000.0,1219000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2020.0,ekiiyr``ot,,dam,182860.0,650000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2008.0,ekiiyr``ot,,dam,109702.0,728000.0,2025-11-26,taladrod,marketplace,,,,
AUDI,,,2015.0,ekiiyr``ot,,ethaa,14926.0,4350000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2018.0,ekiiyr``ot,,ethaa,150000.0,499000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2022.0,ekiiyr``ot,,dam,123862.0,1890000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,dam,49219.0,1129000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2015.0,ekiiyr``ot,,khaaw,49000.0,469000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2018.0,ekiiyr``ot,,ethaa,99733.0,379000.0,2025-11-26,taladrod,marketplace,,,,
AUDI,,,2020.0,ekiiyr``ot,,ethaa,99482.0,1690000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2018.0,ekiiyr``ot,,dam,110000.0,469000.0,2025-11-26,taladrod,marketplace,,,,
VOLVO,,,2018.0,ekiiyr``ot,,khaaw,107000.0,1350000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2012.0,ekiiyr``ot,,khaaw,180000.0,309000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2020.0,ekiiyr``ot,,khaaw,130000.0,2290000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,dam,6000.0,2790000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,khaaw,290000.0,299000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2024.0,ekiiyr``ot,,khaaw,13000.0,2070000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2014.0,ekiiyr``ot,,dam,110000.0,769000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2018.0,ekiiyr``ot,,khaaw,90000.0,1029000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2014.0,ekiiyr``ot,,ethaa,208000.0,284000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2015.0,ekiiyr``ot,,ethaa,134587.0,365000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2018.0,ekiiyr``ot,,dam,79000.0,738000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2021.0,ekiiyr``ot,,dam,66000.0,1390000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2015.0,ekiiyrthrrmdaa,,khaaw,200500.0,495000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2020.0,ekiiyr``ot,,dam,61000.0,1069000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,br`nchengin,120000.0,428000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2017.0,ekiiyr``ot,,khaaw,67000.0,1790000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2017.0,ekiiyr``ot,,ethaa,180000.0,389000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,br`nchengin,140000.0,358000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2013.0,ekiiyr``ot,,namtaal,136299.0,299000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2017.0,ekiiyr``ot,,br`nchengin,146000.0,365000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2003.0,ekiiyr``ot,,dam,270065.0,89000.0,2025-11-26,taladrod,marketplace,,,,
MINI,,,2001.0,ekiiyr``ot,,sm,130000.0,469000.0,2025-11-26,taladrod,marketplace,,,,
BMW,,,2020.0,ekiiyr``ot,,khaaw,140000.0,839000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2023.0,ekiiyr``ot,,khaaw,32000.0,2799000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,ethaa,55212.0,1145000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2023.0,ekiiyr``ot,,khaaw,82800.0,995000.0,2025-11-26,taladrod,marketplace,,,,
CHEVROLET,,,2012.0,ekiiyr``ot,,khaaw,130000.0,188000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,dam,150391.0,1580000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2018.0,ekiiyr``ot,,khaaw,177000.0,365000.0,2025-11-26,taladrod,marketplace,,,,
HYUNDAI,,,2016.0,ekiiyr``ot,,br`nchengin,220000.0,729000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2022.0,ekiiyr``ot,,dam,50726.0,898000.0,2025-11-26,taladrod,marketplace,,,,
SUZUKI,,,2013.0,ekiiyrthrrmdaa,,khaaw,170000.0,69000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2015.0,ekiiyr``ot,,khaaw,140000.0,469000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2019.0,ekiiyr``ot,,br`nchengin,150000.0,799000.0,2025-11-26,taladrod,marketplace,,,,
ISUZU,,,2020.0,ekiiyrthrrmdaa,,khaaw,98684.0,529000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,dam,50103.0,1245000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2020.0,ekiiyr``ot,,ethaa,209000.0,549000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2019.0,ekiiyr``ot,,khaaw,100000.0,729000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2012.0,ekiiyr``ot,,dam,120000.0,359000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2021.0,ekiiyr``ot,,faa,67000.0,419000.0,2025-11-26,taladrod,marketplace,,,,
FORD,,,2017.0,ekiiyr``ot,,dam,154157.0,565000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2017.0,ekiiyr``ot,,dam,76000.0,319000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,dam,121113.0,529000.0,2025-11-26,taladrod,marketplace,,,,
SUZUKI,,,2016.0,ekiiyr``ot,,dam,125821.0,165000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyrthrrmdaa,,dam,12351.0,369000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2021.0,ekiiyr``ot,,ethaa,46000.0,399000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2025.0,ekiiyr``ot,,dam,,519000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,ethaa,87500.0,669000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2022.0,ekiiyr``ot,,ethaa,73990.0,565000.0,2025-11-26,taladrod,marketplace,,,,
MITSUBISHI,,,2017.0,ekiiyr``ot,,khaaw,265000.0,567000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2023.0,ekiiyrthrrmdaa,,khaaw,5000.0,677000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2017.0,ekiiyr``ot,,khaaw,166000.0,1549000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2013.0,ekiiyr``ot,,ethaa,170000.0,219000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2020.0,ekiiyr``ot,,sm,40000.0,379000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2014.0,ekiiyr``ot,,khaaw,82800.0,950000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2016.0,ekiiyr``ot,,ethaa,150000.0,359000.0,2025-11-26,taladrod,marketplace,,,,
MAZDA,,,2021.0,ekiiyr``ot,,khaaw,140000.0,859000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2020.0,ekiiyr``ot,,ethaa,30000.0,369000.0,2025-11-26,taladrod,marketplace,,,,
HYUNDAI,,,2021.0,ekiiyr``ot,,dam,110000.0,899000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2023.0,ekiiyr``ot,,khaaw,46000.0,539000.0,2025-11-26,taladrod,marketplace,,,,
BENZ,,,2018.0,ekiiyr``ot,,khaaw,56000.0,899000.0,2025-11-26,taladrod,marketplace,,,,
TOYOTA,,,2020.0,ekiiyr``ot,,khaaw,73000.0,419000.0,2025-11-26,taladrod,marketplace,,,,
NISSAN,,,2013.0,ekiiyr``ot,,khaaw,,130000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2020.0,ekiiyr``ot,,namengin,170000.0,498000.0,2025-11-26,taladrod,marketplace,,,,
HONDA,,,2021.0,ekiiyr``ot,,khaaw,30000.0,440000.0,2025-11-26,taladrod,marketplace,,,,
