brand,model,model_raw,year,price_thb,mileage_km,color,gear_type,location,lot_num,grade,engine,type,date,sold_amount,num_bids,num_hall_bids,num_internet_bids,min_bid,max_bid,source,channel,model_clean,series,trim,has_price,has_mileage,has_brand,has_model,has_year,ok_for_pricing,brand_norm,model_norm,model_raw_norm,series_auto,match_text,trim_auto,trim_guess
ISUZU,MU-7,,2009.0,583833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2009.0,601666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2009.0,559333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2009.0,577000.0,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2009.0,483666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2008.0,541666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2008.0,546500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2008.0,523500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2008.0,532000.0,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2008.0,428000.0,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2007.0,560666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2007.0,536333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2007.0,476333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-7,,2007.0,515333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,MU-7,,,True,False,True,True,True,False,ISUZU,MU-7,,MU-7,MU-7 MU-7,,
ISUZU,MU-X,,2022.0,878500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2022.0,1122166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2022.0,1034333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2022.0,1127500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2022.0,1186166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2021.0,846500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2021.0,964500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2021.0,1056833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2021.0,27798277.666666668,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2021.0,1115000.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2020.0,719666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2020.0,933333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2020.0,896833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2020.0,927166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2020.0,1069666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2019.0,764666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2019.0,934166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2019.0,841333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2019.0,971666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2019.0,1015333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2018.0,738500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2018.0,816500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2018.0,825333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2018.0,833166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2018.0,992333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2017.0,705500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2017.0,840000.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2017.0,788666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2017.0,865833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2017.0,931166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2016.0,651333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2016.0,745500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2016.0,787000.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2016.0,805166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2016.0,866333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2015.0,634666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2015.0,705666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2015.0,773333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2015.0,734500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2015.0,820166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2014.0,608833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2014.0,685833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2014.0,753166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2014.0,705666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2014.0,789000.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2013.0,585333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2013.0,665500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2013.0,709666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
ISUZU,MU-X,,2013.0,759500.0,,,,,,,,,,,,,,,,appleauction,auction,MU-X,,,True,False,True,True,True,False,ISUZU,MU-X,,MU-X,MU-X MU-X,,
NISSAN,350Z,,2009.0,2269666.6666666665,,,,,,,,,,,,,,,,appleauction,auction,350Z,,,True,False,True,True,True,False,NISSAN,350Z,,350Z,350Z 350Z,,
NISSAN,350Z,,2008.0,2274666.6666666665,,,,,,,,,,,,,,,,appleauction,auction,350Z,,,True,False,True,True,True,False,NISSAN,350Z,,350Z,350Z 350Z,,
NISSAN,350Z,,2007.0,2288500.0,,,,,,,,,,,,,,,,appleauction,auction,350Z,,,True,False,True,True,True,False,NISSAN,350Z,,350Z,350Z 350Z,,
NISSAN,370Z,,2012.0,2636333.333333333,,,,,,,,,,,,,,,,appleauction,auction,370Z,,,True,False,True,True,True,False,NISSAN,370Z,,370Z,370Z 370Z,,
NISSAN,370Z,,2012.0,2571166.6666666665,,,,,,,,,,,,,,,,appleauction,auction,370Z,,,True,False,True,True,True,False,NISSAN,370Z,,370Z,370Z 370Z,,
NISSAN,370Z,,2011.0,2589666.6666666665,,,,,,,,,,,,,,,,appleauction,auction,370Z,,,True,False,True,True,True,False,NISSAN,370Z,,370Z,370Z 370Z,,
NISSAN,370Z,,2011.0,2518666.6666666665,,,,,,,,,,,,,,,,appleauction,auction,370Z,,,True,False,True,True,True,False,NISSAN,370Z,,370Z,370Z 370Z,,
NISSAN,370Z,,2010.0,2519166.6666666665,,,,,,,,,,,,,,,,appleauction,auction,370Z,,,True,False,True,True,True,False,NISSAN,370Z,,370Z,370Z 370Z,,
NISSAN,370Z,,2010.0,2468500.0,,,,,,,,,,,,,,,,appleauction,auction,370Z,,,True,False,True,True,True,False,NISSAN,370Z,,370Z,370Z 370Z,,
NISSAN,370Z,,2009.0,2533500.0,,,,,,,,,,,,,,,,appleauction,auction,370Z,,,True,False,True,True,True,False,NISSAN,370Z,,370Z,370Z 370Z,,
NISSAN,370Z,,2009.0,2485833.333333333,,,,,,,,,,,,,,,,appleauction,auction,370Z,,,True,False,True,True,True,False,NISSAN,370Z,,370Z,370Z 370Z,,
NISSAN,ALMERA,,2022.0,332166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2022.0,370666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2022.0,408000.0,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2022.0,429250.0,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2022.0,9155055.666666666,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2021.0,327333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2021.0,372000.0,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2021.0,320333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2021.0,392000.0,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2021.0,8703055.666666666,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2020.0,311833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2020.0,7521944.333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2020.0,316666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2020.0,373666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2020.0,404500.0,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2019.0,364000.0,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2019.0,271166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2019.0,5411205.0,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2019.0,250833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2019.0,375833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2018.0,246333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2018.0,4853230.666666667,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2018.0,221333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2018.0,300833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2018.0,320833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2017.0,259000.0,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2017.0,4333190.333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2017.0,240666.66666666663,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2017.0,313000.0,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2017.0,336833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2016.0,237333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2016.0,4057762.0,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2016.0,210833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2016.0,297500.0,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2016.0,307833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2015.0,296833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2015.0,232666.66666666663,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2015.0,245666.66666666663,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2015.0,252333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,ALMERA,,2015.0,205166.66666666663,,,,,,,,,,,,,,,,appleauction,auction,ALMERA,,,True,False,True,True,True,False,NISSAN,ALMERA,,ALMERA,ALMERA ALMERA,,
NISSAN,FRONTIER,,2007.0,219000.0,,,,,,,,,,,,,,,,appleauction,auction,FRONTIER,,,True,False,True,True,True,False,NISSAN,FRONTIER,,,FRONTIER FRONTIER,,
NISSAN,FRONTIER,,2007.0,229500.0,,,,,,,,,,,,,,,,appleauction,auction,FRONTIER,,,True,False,True,True,True,False,NISSAN,FRONTIER,,,FRONTIER FRONTIER,,
NISSAN,Frontier Navara,,2014.0,381000.0,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2014.0,306666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2014.0,380666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2014.0,402666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2014.0,449333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2014.0,478500.0,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2014.0,252166.66666666663,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2013.0,327500.0,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2013.0,298333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2013.0,415666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2013.0,407833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2013.0,336333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2013.0,481500.0,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2013.0,242833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2012.0,314500.0,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2012.0,287166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2012.0,367000.0,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
NISSAN,Frontier Navara,,2012.0,398166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,Frontier Navara,,,True,False,True,True,True,False,NISSAN,FRONTIER NAVARA,,NAVARA,FRONTIER NAVARA FRONTIER NAVARA,FRONTIER FRONTIER,Frontier Frontier
