brand,model,model_raw,year,price_thb,mileage_km,color,gear_type,location,lot_num,grade,engine,type,date,sold_amount,num_bids,num_hall_bids,num_internet_bids,min_bid,max_bid,source,channel,model_clean,series,trim,has_price,has_mileage,has_brand,has_model,has_year,ok_for_pricing,brand_norm,model_norm,model_raw_norm,series_auto,match_text,trim_auto,trim_guess
TOYOTA,HILUX VIGO,,2010.0,271000.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2010.0,374833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2010.0,345666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,213166.66666666663,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,218333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,371333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,320333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,360666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,342833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,284833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,289500.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,371333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,459833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,384666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,238333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,306666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,3907389.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,322166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,267166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,303833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,380833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2009.0,348333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,218333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,250833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,352000.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,321166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,337666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,301333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,392500.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,405000.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,474333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,386500.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,294833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,318500.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,371333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,352333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2008.0,343500.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,221166.66666666663,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,353666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,280166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,335833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,289166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,254000.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,354333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,372500.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,333333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,314333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,410500.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,309333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,361500.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,310166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,375833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,405833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,468500.0,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,HILUX VIGO,,2007.0,442333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,HILUX VIGO,,,True,False,True,True,True,False,TOYOTA,HILUX VIGO,,HILUX VIGO,HILUX VIGO HILUX VIGO,,
TOYOTA,INNOVA,,2022.0,761333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2022.0,813000.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2022.0,909333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2021.0,732500.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2021.0,783000.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2021.0,857000.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2020.0,649833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2020.0,724166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2020.0,716333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2020.0,851666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2020.0,819166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2019.0,643666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2019.0,705500.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2019.0,791666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2018.0,626166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2018.0,612000.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2018.0,689666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2018.0,761166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2018.0,802333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2017.0,586833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2017.0,667500.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2017.0,742500.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2016.0,430166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2016.0,482500.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2016.0,511500.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2016.0,559833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2016.0,569833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2015.0,409833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2015.0,462833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2015.0,487166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2015.0,533500.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2014.0,393000.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2014.0,446000.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2014.0,442333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2014.0,474166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2014.0,519666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2013.0,395333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2013.0,384000.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2013.0,434833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2013.0,459333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,INNOVA,,2013.0,504000.0,,,,,,,,,,,,,,,,appleauction,auction,INNOVA,,,True,False,True,True,True,False,TOYOTA,INNOVA,,INNOVA,INNOVA INNOVA,,
TOYOTA,MAJESTY,,2022.0,1671166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,MAJESTY,,,True,False,True,True,True,False,TOYOTA,MAJESTY,,MAJESTY,MAJESTY MAJESTY,,
TOYOTA,MAJESTY,,2022.0,1438166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,MAJESTY,,,True,False,True,True,True,False,TOYOTA,MAJESTY,,MAJESTY,MAJESTY MAJESTY,,
TOYOTA,MAJESTY,,2022.0,1296166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,MAJESTY,,,True,False,True,True,True,False,TOYOTA,MAJESTY,,MAJESTY,MAJESTY MAJESTY,,
TOYOTA,MAJESTY,,2021.0,1584500.0,,,,,,,,,,,,,,,,appleauction,auction,MAJESTY,,,True,False,True,True,True,False,TOYOTA,MAJESTY,,MAJESTY,MAJESTY MAJESTY,,
TOYOTA,MAJESTY,,2021.0,1364000.0,,,,,,,,,,,,,,,,appleauction,auction,MAJESTY,,,True,False,True,True,True,False,TOYOTA,MAJESTY,,MAJESTY,MAJESTY MAJESTY,,
TOYOTA,MAJESTY,,2021.0,1231166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,MAJESTY,,,True,False,True,True,True,False,TOYOTA,MAJESTY,,MAJESTY,MAJESTY MAJESTY,,
TOYOTA,MAJESTY,,2020.0,1560833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,MAJESTY,,,True,False,True,True,True,False,TOYOTA,MAJESTY,,MAJESTY,MAJESTY MAJESTY,,
TOYOTA,MAJESTY,,2020.0,1404666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,MAJESTY,,,True,False,True,True,True,False,TOYOTA,MAJESTY,,MAJESTY,MAJESTY MAJESTY,,
TOYOTA,MAJESTY,,2020.0,1195833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,MAJESTY,,,True,False,True,True,True,False,TOYOTA,MAJESTY,,MAJESTY,MAJESTY MAJESTY,,
TOYOTA,MAJESTY,,2019.0,1536666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,MAJESTY,,,True,False,True,True,True,False,TOYOTA,MAJESTY,,MAJESTY,MAJESTY MAJESTY,,
TOYOTA,MAJESTY,,2019.0,1322666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,MAJESTY,,,True,False,True,True,True,False,TOYOTA,MAJESTY,,MAJESTY,MAJESTY MAJESTY,,
TOYOTA,MAJESTY,,2019.0,1184333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,MAJESTY,,,True,False,True,True,True,False,TOYOTA,MAJESTY,,MAJESTY,MAJESTY MAJESTY,,
TOYOTA,PRIUS,,2015.0,557666.6666666666,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2015.0,602166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2015.0,635500.0,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2015.0,650000.0,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2015.0,587500.0,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2014.0,540500.0,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2014.0,583833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2014.0,625500.0,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2014.0,633500.0,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2014.0,569833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2013.0,530833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2013.0,566333.3333333334,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2013.0,582000.0,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2013.0,611000.0,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2013.0,543166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
TOYOTA,PRIUS,,2012.0,499000.0,,,,,,,,,,,,,,,,appleauction,auction,PRIUS,,,True,False,True,True,True,False,TOYOTA,PRIUS,,PRIUS,PRIUS PRIUS,,
