Make, Model, Sub model, year, tranmission, Buyout price, Previous Bid, Current Bid
TOYOTA,PRIUS,PRIUS 1.8 Top Option (MNC),2014,-,1369000,240500,267000
TOYOTA,PRIUS,PRIUS 1.8 Top Option TRD Sportivo (MNC),2014,AT,1399000,242000,259500
TOYOTA,PRIUS,PRIUS 1.8 TRD Sportivo (MNC),2014,-,1269000,208500,232000
TOYOTA,PRIUS,PRIUS 1.8 Standard (MNC),2013,-,1199000,186500,207000
TOYOTA,PRIUS,PRIUS 1.8 Top (MNC),2013,-,1299000,189500,210500
TOYOTA,PRIUS,PRIUS 1.8 Top Option (MNC),2013,AT,1369000,148000,229000
TOYOTA,PRIUS,PRIUS 1.8 Top Option TRD Sportivo (MNC),2013,-,1399000,205500,228500
TOYOTA,PRIUS,PRIUS 1.8 TRD Sportivo (MNC),2013,AT,1269000,156000,204500
TOYOTA,PRIUS,PRIUS 1.8 Standard,2012,-,1190000,145500,161500
TOYOTA,PRIUS,PRIUS 1.8 Standard (MNC),2012,AT,1199000,160000,178000
TOYOTA,PRIUS,PRIUS 1.8 Top,2012,AT,1260000,134000,185000
TOYOTA,PRIUS,PRIUS 1.8 TRD Sportivo,2012,AT,1280000,170500,189500
TOYOTA,PRIUS,PRIUS 1.8 TRD Sportivo (MNC),2012,-,1269000,173500,192500
TOYOTA,PRIUS,PRIUS 1.8 Standard,2011,AT,1190000,124000,152500
TOYOTA,PRIUS,PRIUS 1.8 Top,2011,AT,1260000,91500,166500
TOYOTA,PRIUS,PRIUS 1.8 TRD Sportivo,2011,AT,1280000,118000,181500
TOYOTA,PRIUS,PRIUS 1.8 Standard,2010,AT,1190000,124500,138500
TOYOTA,PRIUS,PRIUS 1.8 Top,2010,AT,1260000,140000,156000
TOYOTA,SIENTA,SIENTA 1.5 G,2022,-,765000,389500,433000
TOYOTA,SIENTA,SIENTA 1.5 G (MNC),2022,-,775000,398500,442500
TOYOTA,SIENTA,SIENTA 1.5 V,2022,-,875000,449000,499000
TOYOTA,SIENTA,SIENTA 1.5 V (MNC),2022,-,889000,459500,510000
TOYOTA,SIENTA,SIENTA 1.5 G (MNC),2021,-,765000,349500,388000
TOYOTA,SIENTA,SIENTA 1.5 V (MNC),2021,-,875000,401500,446000
TOYOTA,SIENTA,SIENTA 1.5 G (MNC),2020,-,765000,328000,364500
TOYOTA,SIENTA,SIENTA 1.5 V (MNC),2020,AT,875000,400000,426000
TOYOTA,SIENTA,SIENTA 1.5 G,2019,AT,750000,378500,318500
TOYOTA,SIENTA,SIENTA 1.5 G (MNC),2019,-,765000,318500,354000
TOYOTA,SIENTA,SIENTA 1.5 V,2019,AT,865000,393000,361000
TOYOTA,SIENTA,SIENTA 1.5 V (MNC),2019,AT,875000,353500,393000
TOYOTA,SIENTA,SIENTA 1.5 G,2018,-,750000,281500,312500
TOYOTA,SIENTA,SIENTA 1.5 V,2018,AT,865000,345000,354000
TOYOTA,SIENTA,SIENTA 1.5 G,2017,AT,750000,298000,306000
TOYOTA,SIENTA,SIENTA 1.5 V,2017,AT,865000,380000,331500
TOYOTA,SIENTA,SIENTA 1.5 G,2016,-,750000,260000,288500
TOYOTA,SIENTA,SIENTA 1.5 V,2016,AT,825000,290000,311500
TOYOTA,SUPRA,SUPRA 3.0 GR Edition,2022,-,5199000,3165000,3363000
TOYOTA,SUPRA,SUPRA 3.0 GR Edition,2021,-,5199000,2920500,3104000
TOYOTA,SUPRA,SUPRA 3.0 GR Edition,2020,-,5199000,2784000,2959000
TOYOTA,VELLFIRE,VELLFIRE 2.5 (MY18) (MNC),2022,-,3889000,1963000,2088000
TOYOTA,VELLFIRE,VELLFIRE 2.5 (MY18) (MNC),2021,-,3889000,1862000,1981000
TOYOTA,VELLFIRE,VELLFIRE 2.5 (MY18),2020,-,3809000,1468500,1565500
TOYOTA,VELLFIRE,VELLFIRE 2.5 (MY18) (MNC),2020,-,3889000,1785000,1900000
TOYOTA,VELLFIRE,VELLFIRE 2.5 (MY18),2019,-,3809000,1436500,1532000
TOYOTA,VELLFIRE,VELLFIRE 2.5 (MY15),2018,-,3779000,1299000,1386500
TOYOTA,VELLFIRE,VELLFIRE 2.5 (MY18),2018,-,3809000,1408000,1502000
TOYOTA,VELLFIRE,VELLFIRE 2.5 (MY15),2017,-,3779000,1202000,1283500
TOYOTA,VELLFIRE,VELLFIRE 2.5 (MY15),2016,AT,3779000,1143000,1221000
TOYOTA,VELLFIRE,VELLFIRE 2.5 (MY15),2015,-,3399000,1080000,1154000
TOYOTA,VELOZ,VELOZ 1.5 Premium,2022,-,875000,474500,525500
TOYOTA,VELOZ,VELOZ 1.5 Smart,2022,-,795000,432000,480000
TOYOTA,VENTURY,VENTURY 2.7 G (MY14) (TRC) (VSC),2019,-,1367000,476000,527000
TOYOTA,VENTURY,VENTURY 3.0 G (MY14) (TRC) (VSC),2019,-,1445000,508000,560000
TOYOTA,VENTURY,VENTURY 3.0 V (MY14) (TRC) (VSC) T-Connect,2019,-,1662000,669000,722000
TOYOTA,VENTURY,VENTURY 2.7 G (MY14),2018,AT,1354000,417500,463500
TOYOTA,VENTURY,VENTURY 2.7 G (MY14) (TRC) (VSC),2018,-,1367000,471000,522000
TOYOTA,VENTURY,VENTURY 3.0 G (MY14),2018,AT,1432000,492000,543500
TOYOTA,VENTURY,VENTURY 3.0 V (MY14),2018,AT,1649000,558000,611000
TOYOTA,VENTURY,VENTURY 3.0 V (MY14) (TRC) (VSC) T-Connect,2018,-,1662000,626500,680000
TOYOTA,VENTURY,VENTURY 2.7 G (MY14),2017,-,1354000,411500,457000
TOYOTA,VENTURY,VENTURY 3.0 G (MY14),2017,AT,1432000,476000,527000
TOYOTA,VENTURY,VENTURY 3.0 V (MY14),2017,AT,1649000,550000,602500
TOYOTA,VENTURY,VENTURY 2.7 G (MY14),2016,-,1354000,393500,437500
TOYOTA,VENTURY,VENTURY 3.0 G (MY14),2016,-,1432000,447000,497000
TOYOTA,VENTURY,VENTURY 3.0 V (MY14),2016,AT,1649000,482000,533500
TOYOTA,VENTURY,VENTURY 2.7 G (MY14),2015,-,1354000,357000,397000
TOYOTA,VENTURY,VENTURY 3.0 G (MY14),2015,-,1432000,399000,443000
TOYOTA,VENTURY,VENTURY 3.0 V (MNC),2015,-,1649000,451500,501500
TOYOTA,VENTURY,VENTURY 3.0 V (MY14),2015,AT,1645000,447500,497000
TOYOTA,VENTURY,VENTURY 2.7 G (MNC),2014,-,1354000,334500,371500
TOYOTA,VENTURY,VENTURY 2.7 G (MY14),2014,-,1338000,322000,357500
TOYOTA,VENTURY,VENTURY 2.7 V (MNC),2014,-,1538000,357000,396500
TOYOTA,VENTURY,VENTURY 3.0 G (MY14),2014,-,1432000,379000,421000
TOYOTA,VENTURY,VENTURY 3.0 V (MY14),2014,-,1645000,422500,469500
TOYOTA,VENTURY,VENTURY 2.7 G (MNC),2013,-,1338000,298000,331000
TOYOTA,VENTURY,VENTURY 2.7 V (MNC),2013,-,1538000,336000,373500
TOYOTA,VENTURY,VENTURY 2.7 G (MNC),2012,-,1338000,278500,309500
TOYOTA,VENTURY,VENTURY 2.7 V (MNC),2012,-,1538000,310000,344500
TOYOTA,VENTURY,VENTURY 2.7 G (MNC),2011,-,1338000,258500,287500
TOYOTA,VENTURY,VENTURY 2.7 V (MNC),2011,-,1538000,288500,320500
TOYOTA,VENTURY,VENTURY 2.7 G,2010,-,1301000,229500,255000
TOYOTA,VENTURY,VENTURY 2.7 G (MNC),2010,AT,1338000,252000,280000
TOYOTA,VENTURY,VENTURY 2.7 V,2010,-,1481000,260000,288500
TOYOTA,VENTURY,VENTURY 2.7 V (MNC),2010,AT,1538000,282500,314000
TOYOTA,VIOS,VIOS 1.5 Entry (MY19),2022,-,609000,281000,312000
TOYOTA,VIOS,VIOS 1.5 High (MY19),2022,-,789000,370500,412000
TOYOTA,VIOS,VIOS 1.5 Mid (MY19),2022,-,699000,329000,365500
TOYOTA,VIOS,VIOS 1.5 Entry (MY19),2021,-,609000,261000,290000
TOYOTA,VIOS,VIOS 1.5 High (MY19),2021,-,789000,343000,381000
TOYOTA,VIOS,VIOS 1.5 Mid (MY19),2021,-,699000,298000,331500
TOYOTA,VIOS,VIOS 1.5 Entry (MY19),2020,AT,609000,243000,267000
TOYOTA,VIOS,VIOS 1.5 High (MY19),2020,AT,789000,303000,336500
TOYOTA,VIOS,VIOS 1.5 Mid (MY19),2020,AT,699000,260500,289500
TOYOTA,VIOS,VIOS  1.5 E (MY17),2019,-,679000,237500,263500
TOYOTA,VIOS,VIOS 1.5 G (MY17),2019,AT,729000,250000,277500
TOYOTA,VIOS,VIOS 1.5 High (MY19),2019,AT,789000,279500,310500
TOYOTA,VIOS,VIOS 1.5 J (MY17),2019,AT,609000,224000,249000
TOYOTA,VIOS,VIOS 1.5 S (MY17),2019,-,789000,272000,302000
TOYOTA,VIOS,VIOS  1.5 E (MY17),2018,AT,679000,223000,247500
TOYOTA,VIOS,VIOS 1.5 E GT Street (MY17),2018,-,755000,262500,292000
TOYOTA,VIOS,VIOS 1.5 G (MY17),2018,AT,729000,228000,267500
TOYOTA,VIOS,VIOS 1.5 J (MY17),2018,AT,609000,149000,231000
TOYOTA,VIOS,VIOS 1.5 S (MY17),2018,AT,789000,295000,289500
TOYOTA,VIOS,VIOS 1.5 E (MY17),2017,AT,669000,217400,199500
TOYOTA,VIOS,VIOS 1.5 Exclusive (MY13) (E85),2017,AT,719000,230000,243000
TOYOTA,VIOS,VIOS 1.5 G (MY17),2017,AT,714000,218000,215000
TOYOTA,VIOS,VIOS 1.5 J (MY17),2017,AT,599000,199600,177500
TOYOTA,VIOS,VIOS 1.5 S (MY17),2017,AT,749000,197000,248000
TOYOTA,VIOS,VIOS 1.5 E (MY13),2016,AT,654000,19133333,196500
TOYOTA,VIOS,VIOS 1.5 G (MY13),2016,AT,699000,131000,214000
TOYOTA,VIOS,VIOS 1.5 J Man,2016,-,559000,153500,170500
TOYOTA,VIOS,VIOS 1.5 S (MY13),2016,AT,734000,142000,228000
TOYOTA,VIOS,VIOS 1.5 TRD SPORTIVO (MY13),2016,AT,694000,220000,212500
TOYOTA,VIOS,VIOS 1.5 E (MY13),2015,AT,654000,155750,188000
TOYOTA,VIOS,VIOS 1.5 E Man,2015,-,619000,166500,185500
TOYOTA,VIOS,VIOS 1.5 G (MY13),2015,AT,699000,176000,206000
TOYOTA,VIOS,VIOS 1.5 J Man,2015,-,559000,149000,165500
TOYOTA,VIOS,VIOS 1.5 S (MY13),2015,AT,734000,202000,207500
TOYOTA,VIOS,VIOS 1.5 E (MY13),2014,AT,649000,11366667,169000
TOYOTA,VIOS,VIOS 1.5 G (MY13),2014,AT,699000,14685714,179000
TOYOTA,VIOS,VIOS 1.5 J (MY13),2014,AT,589000,179000,155000
TOYOTA,VIOS,VIOS 1.5 J Man,2014,MT,559000,126500,141000
TOYOTA,VIOS,VIOS 1.5 S (MY13),2014,AT,734000,16633333,194000
TOYOTA,VIOS,VIOS 1.5 E (MY13),2013,AT,626000,122000,117500
TOYOTA,VIOS,VIOS 1.5 E Man,2013,AT,591000,111500,124000
TOYOTA,VIOS,VIOS 1.5 G (MY13),2013,AT,690000,138000,137500
TOYOTA,VIOS,VIOS 1.5 J (MY13),2013,AT,581000,134375,124000
TOYOTA,VIOS,VIOS 1.5 TRD SPORTIVO (MNC) (MY12),2013,AT,646000,122500,136000
TOYOTA,WISH,WISH 2.0 Q Sport Touring III,2010,-,1277000,192000,213000
TOYOTA,WISH,WISH 2.0 Q,2008,-,1197000,186000,207000
TOYOTA,WISH,WISH 2.0 Q Limited Option,2008,-,1357000,219000,243500
TOYOTA,WISH,WISH 2.0 Q Sport Touring II,2008,-,1237000,198000,220000
TOYOTA,WISH,WISH 2.0 S 6st,2008,-,1127000,185500,206000
TOYOTA,WISH,WISH 2.0 S 7st,2008,-,1117000,181500,201500
TOYOTA,WISH,WISH 2.0 Q,2007,AT,1182000,184500,205000
TOYOTA,WISH,WISH 2.0 Q Limited,2007,AT,1252000,53000,218000
TOYOTA,WISH,WISH 2.0 Q Limited Option,2007,-,1342000,208000,231500
TOYOTA,WISH,WISH 2.0 S 6st,2007,-,1112000,184500,205000
TOYOTA,WISH,WISH 2.0 S 7st,2007,-,1102000,183500,203500
TOYOTA,YARIS,YARIS 1.2 Entry (MY20),2022,AT,549000,310000,306500
TOYOTA,YARIS,YARIS 1.2 Sport Premium (MY20),2022,-,679000,342000,380000
TOYOTA,YARIS,YARIS 1.2 Sport Premium X (Black Roof, X-URBAN),2022,-,728600,370000,411000
TOYOTA,YARIS,YARIS 1.2 Sport X (Black Roof, X-URBAN),2022,-,568600,284000,315500
TOYOTA,YARIS,YARIS 1.6 GR Man,2022,-,2690000,1594500,1699000
TOYOTA,YARIS,YARIS 1.2 Entry (MY20),2021,AT,549000,286000,274500
TOYOTA,YARIS,YARIS 1.2 Sport (MY20),2021,AT,609000,312250,272000
TOYOTA,YARIS,YARIS 1.2 Sport Premium (Black Roof),2021,-,684000,318500,353500
TOYOTA,YARIS,YARIS 1.2 Sport Premium (Black Roof) (MY20) (MNC),2021,-,716000,337000,374500
TOYOTA,YARIS,YARIS 1.2 Sport Premium (MY20),2021,-,679000,306500,340500
TOYOTA,YARIS,YARIS 1.2 Entry (MY19),2020,AT,539000,286000,254000
TOYOTA,YARIS,YARIS 1.2 High (MY19),2020,AT,649000,314000,323000
TOYOTA,YARIS,YARIS 1.2 Mid (MY19),2020,AT,589000,278000,296000
TOYOTA,YARIS,YARIS 1.2 Sport Premium (Black Roof) (MY20) (MNC),2020,-,684000,315000,350000
TOYOTA,YARIS,YARIS 1.2 Sport Premium (MY20) (MNC),2020,AT,679000,294500,327500
TOYOTA,YARIS,YARIS 1.2 E (MY17),2019,AT,569000,263000,262500
TOYOTA,YARIS,YARIS 1.2 G (MY17),2019,AT,619000,280500,284500
TOYOTA,YARIS,YARIS 1.2 G+ (MY17),2019,AT,639000,272000,297500
TOYOTA,YARIS,YARIS 1.2 J (MY17),2019,AT,539000,242000,249500
TOYOTA,YARIS,YARIS 1.2 J ECO (MY17),2019,AT,489000,223000,227000
TOYOTA,YARIS,YARIS 1.2 E (MY17),2018,AT,569000,24328571,256500
TOYOTA,YARIS,YARIS 1.2 G (MY17),2018,AT,619000,279000,275500
TOYOTA,YARIS,YARIS 1.2 G+ (MY17),2018,-,639000,261500,290500
TOYOTA,YARIS,YARIS 1.2 J (MY17),2018,AT,539000,208750,238500
TOYOTA,YARIS,YARIS 1.2 J ECO (MY17),2018,AT,489000,218000,218500
TOYOTA,YARIS,YARIS 1.2 E,2017,AT,549000,218000,202500
TOYOTA,YARIS,YARIS 1.2 G,2017,-,599000,195500,217000
TOYOTA,YARIS,YARIS 1.2 G,2017,AT,599000,195500,217000
TOYOTA,YARIS,YARIS 1.2 J,2017,AT,519000,210000,199000
TOYOTA,YARIS,YARIS 1.2 J ECO,2017,AT,469000,161000,182000
TOYOTA,YARIS,YARIS 1.2 TRD SPORTIVO,2017,AT,649000,222500,247500
TOYOTA,YARIS,YARIS 1.2 E,2016,AT,549000,187600,196000
TOYOTA,YARIS,YARIS 1.2 G,2016,AT,599000,19444444,212000
TOYOTA,YARIS,YARIS 1.2 J,2016,AT,519000,17583333,190500
TOYOTA,YARIS,YARIS 1.2 J ECO,2016,-,469000,152000,169000
TOYOTA,YARIS,YARIS 1.2 TRD SPORTIVO,2016,AT,629000,214000,224500
TOYOTA,YARIS,YARIS 1.2 E,2015,AT,549000,17863636,177500
TOYOTA,YARIS,YARIS 1.2 G,2015,AT,599000,177500,193500
TOYOTA,YARIS,YARIS 1.2 J,2015,AT,519000,160000,167500
TOYOTA,YARIS,YARIS 1.2 J ECO,2015,AT,469000,144500,148000
TOYOTA,YARIS,YARIS 1.2 TRD SPORTIVO,2015,AT,629000,146000,199000
TOYOTA,YARIS,YARIS 1.2 E,2014,AT,549000,162000,169500
TOYOTA,YARIS,YARIS 1.2 G,2014,AT,599000,16092593,187500
TOYOTA,YARIS,YARIS 1.2 J,2014,AT,519000,129500,164000
TOYOTA,YARIS,YARIS 1.2 J ECO,2014,AT,469000,141000,141000
TOYOTA,YARIS,YARIS 1.2 TRD SPORTIVO,2014,AT,629000,175000,194500
TOYOTA,YARIS,YARIS 1.5 E (MNC) (MY12),2013,AT,644000,110000,134500
TOYOTA,YARIS,YARIS 1.5 G (MNC) (MY12),2013,AT,684000,130000,144500
TOYOTA,YARIS,YARIS 1.5 J,2013,AT,600000,111500,124000
TOYOTA,YARIS,YARIS 1.5 J (Standard),2013,-,590000,109000,121000
TOYOTA,YARIS,YARIS 1.5 RS,2013,AT,734000,114000,164500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Entry (MY20),2022,AT,539000,272500,302500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Sport (MY20),2022,AT,599000,248500,349000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Sport Premium (MY20),2022,-,674000,356500,396000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Sport Premium (Two - Tone),2022,-,679000,357500,397500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Entry (MY20),2021,AT,539000,229000,296000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Sport (MY20),2021,AT,599000,288250,320000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Sport Play Limited Edition (MY20),2021,-,624000,266000,295500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Sport Premium (MY20),2021,AT,674000,312000,369500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Sport Premium (MY20) (MNC),2021,-,699000,291000,323500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Entry (MY19),2020,AT,529000,250000,248500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Entry (MY20),2020,AT,539000,260000,284000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 High (MY19),2020,AT,649000,245000,307500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Mid (MY19),2020,AT,579000,248000,292000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 Sport Premium (MY20),2020,-,674000,304500,338000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 E,2019,AT,559000,245000,259500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 G,2019,AT,609000,258000,274500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 J,2019,AT,529000,230000,242000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 S,2019,-,635000,255000,283000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 S+,2019,AT,639000,270500,296500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 E,2018,AT,559000,224000,244000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 G,2018,AT,609000,242000,267000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 J,2018,AT,529000,226400,235000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 J Eco,2018,AT,479000,153000,210500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 S,2018,AT,635000,273000,271000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 E,2017,AT,559000,200500,210500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 G,2017,AT,609000,181000,214500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 J,2017,AT,529000,206000,194000
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 J Eco,2017,-,479000,156000,173500
TOYOTA,YARIS ATIV,YARIS ATIV 1.2 S,2017,-,635000,206000,228500
HONDA,ACCORD,ACCORD 1.5 Turbo EL (MY21),2022,-,1499000,699500,752500
HONDA,ACCORD,ACCORD 2.0 eHEV EL+ (MY21),2022,-,1639000,766000,822500
HONDA,ACCORD,ACCORD 2.0 eHEV Tech (MY21),2022,-,1799000,877000,939000
HONDA,ACCORD,ACCORD 1.5 Turbo EL (MY19),2021,AT,1499000,762000,718500
HONDA,ACCORD,ACCORD 1.5 Turbo EL (MY21),2021,AT,1475000,802000,654000
HONDA,ACCORD,ACCORD 2.0 eHEV Tech (MY21),2021,-,1799000,795500,853000
HONDA,ACCORD,ACCORD 2.0 Hybrid (MY19),2021,-,1639000,679000,732000
HONDA,ACCORD,ACCORD 2.0 Hybrid Tech (MY19),2021,-,1799000,720000,774000
HONDA,ACCORD,ACCORD 1.5 Turbo EL (MY19),2020,AT,1475000,575000,628000
HONDA,ACCORD,ACCORD 2.0 Hybrid (MY19),2020,-,1639000,615500,669000
HONDA,ACCORD,ACCORD 2.0 Hybrid Tech (MY19),2020,-,1799000,672000,725000
HONDA,ACCORD,ACCORD 2.0 E (MY13) (MNC),2019,AT,1385000,439000,466000
HONDA,ACCORD,ACCORD 2.0 EL (MY13) (MNC),2019,AT,1445000,442000,491000
HONDA,ACCORD,ACCORD 2.0 Hybrid (MY19),2019,-,1659000,480000,531000
HONDA,ACCORD,ACCORD 2.0 Hybrid Tech (MY19),2019,AT,1849000,522500,575000
HONDA,ACCORD,ACCORD 2.4 EL Navi (MY13) (MNC),2019,-,1635000,472500,523500
HONDA,ACCORD,ACCORD 2.0 E (MY13) (MNC),2018,AT,1385000,384000,426500
HONDA,ACCORD,ACCORD 2.0 EL (MY13) (MNC),2018,AT,1445000,420000,439500
HONDA,ACCORD,ACCORD 2.0 Hybrid (MNC),2018,AT,1659000,432500,481000
HONDA,ACCORD,ACCORD 2.0 Hybrid Tech (MNC),2018,AT,1849000,458500,509000
HONDA,ACCORD,ACCORD 2.4 EL Navi (MY13) (MNC),2018,AT,1635000,423500,470500
HONDA,ACCORD,ACCORD 2.0 E (MY13) (MNC),2017,AT,1385000,392000,390000
HONDA,ACCORD,ACCORD 2.0 EL (MY13),2017,AT,1445000,372500,413500
HONDA,ACCORD,ACCORD 2.0 Hybrid,2017,AT,1659000,422500,469500
HONDA,ACCORD,ACCORD 2.0 Hybrid Tech,2017,AT,1849000,428500,476000
HONDA,ACCORD,ACCORD 2.4 EL (MY13),2017,AT,1635000,389000,432500
HONDA,ACCORD,ACCORD  2.4 EL NAVI (MY13),2016,-,1669000,354500,394000
HONDA,ACCORD,ACCORD 2.0 EL (MY13),2016,-,1319000,303500,337500
HONDA,ACCORD,ACCORD 2.0 Hybrid,2016,-,1659000,339500,377000
HONDA,ACCORD,ACCORD 2.0 Hybrid Tech,2016,-,1899000,359000,399000
HONDA,ACCORD,ACCORD 2.4 Tech (MY13),2016,-,1799000,340000,377500
HONDA,ACCORD,ACCORD 2.0 EL (MY13),2015,AT,1319000,269500,299500
HONDA,ACCORD,ACCORD 2.0 EL NAVI (MY13),2015,AT,1669000,295500,328500
HONDA,ACCORD,ACCORD 2.0 Hybrid,2015,-,1659000,270500,300500
HONDA,ACCORD,ACCORD 2.0 Hybrid Tech,2015,AT,1899000,323500,359500
HONDA,ACCORD,ACCORD 2.4 Tech (MY13),2015,AT,1799000,292000,333500
HONDA,ACCORD,ACCORD 2.0 EL (MY13),2014,AT,1299000,25533333,256000
HONDA,ACCORD,ACCORD 2.0 EL NAVI (MY13),2014,AT,1419000,250000,281500
HONDA,ACCORD,ACCORD 2.4 EL (MY13),2014,AT,1549000,246000,284500
HONDA,ACCORD,ACCORD 2.4 EL NAVI (MY13),2014,AT,1669000,280500,311500
HONDA,ACCORD,ACCORD 2.4 Tech (MY13),2014,AT,1799000,230000,308500
HONDA,ACCORD,ACCORD 2.0 E (MY08) (MNC),2013,AT,1265000,203000,225500
HONDA,ACCORD,ACCORD 2.0 EL (MY08) (MNC),2013,AT,1280000,266000,210000
HONDA,ACCORD,ACCORD 2.0 EL (NVDV) (MY08) (MNC),2013,-,1420000,193000,214500
HONDA,ACCORD,ACCORD 2.4 EL (MY08) (MNC),2013,-,1547000,213000,237000
HONDA,ACCORD,ACCORD 3.5 V6 (MY08) (MNC),2013,-,2940000,365500,406500
HONDA,ACCORD,ACCORD 2.0 E (MY08) (MNC),2012,AT,1265000,194000,215500
HONDA,ACCORD,ACCORD 2.0 EL (MY08) (MNC),2012,AT,1280000,15466667,182000
HONDA,ACCORD,ACCORD 2.0 EL (NVDV) (MY08) (MNC),2012,AT,1420000,185500,206000
HONDA,ACCORD,ACCORD 2.4 EL (MY08) (MNC),2012,AT,1547000,135000,213000
HONDA,ACCORD,ACCORD 3.5 V6 (MY08) (MNC),2012,-,2940000,331000,367500
HONDA,BR-V,BR-V 1.5 SV (MNC),2022,-,835000,391000,434500
HONDA,BR-V,BR-V 1.5 V (MNC),2022,-,765000,356000,395500
HONDA,BR-V,BR-V 1.5 SV (MNC),2021,-,835000,332000,369000
HONDA,BR-V,BR-V 1.5 V (MNC),2021,-,765000,302500,336000
HONDA,BR-V,BR-V 1.5 SV (MNC),2020,AT,835000,246000,363000
HONDA,BR-V,BR-V 1.5 V (MNC),2020,-,765000,294500,327500
HONDA,BR-V,BR-V 1.5 SV,2019,AT,820000,416000,320500
HONDA,BR-V,BR-V 1.5 SV (MNC),2019,-,835000,325000,361000
HONDA,BR-V,BR-V 1.5 V (MNC),2019,AT,765000,309000,315000
HONDA,BR-V,BR-V 1.5 V+,2019,-,755000,270500,300500
HONDA,BR-V,BR-V 1.5 SV,2018,AT,820000,332000,317000
HONDA,BR-V,BR-V 1.5 V,2018,AT,750000,265500,295000
HONDA,BR-V,BR-V 1.5 V+,2018,-,755000,258500,287000
HONDA,BR-V,BR-V 1.5 SV,2017,AT,820000,318000,289500
HONDA,BR-V,BR-V 1.5 V,2017,AT,750000,274000,262500
HONDA,BR-V,BR-V 1.5 SV,2016,AT,820000,254000,277500
HONDA,BR-V,BR-V 1.5 V,2016,AT,750000,231000,256500
HONDA,CITY,CITY eHEV 1.5 RS,2022,-,839000,421000,468000
HONDA,CITY,CITY Turbo 1.0 RS (MY19),2022,AT,739000,399000,404000
HONDA,CITY,CITY Turbo 1.0 S (MY19),2022,AT,579500,277000,338000
HONDA,CITY,CITY Turbo 1.0 SV (MY19),2022,AT,665000,34733333,396500
HONDA,CITY,CITY Turbo 1.0 V (MY19),2022,AT,609000,324500,352500
HONDA,CITY,CITY eHEV 1.5 RS,2021,-,839000,399000,443000
HONDA,CITY,CITY Turbo 1.0 RS (MY19),2021,AT,739000,338000,364500
HONDA,CITY,CITY Turbo 1.0 S (MY19),2021,-,579500,276000,306500
HONDA,CITY,CITY Turbo 1.0 SV (MY19),2021,AT,665000,320500,357500
HONDA,CITY,CITY Turbo 1.0 V (MY19),2021,AT,609000,287500,319000
HONDA,CITY,CITY Turbo 1.0 RS (Hatchback) (MY20),2020,-,749000,340000,378000
HONDA,CITY,CITY Turbo 1.0 RS (MY19),2020,AT,739000,314750,358500
HONDA,CITY,CITY Turbo 1.0 S (MY19),2020,AT,579500,267000,302000
HONDA,CITY,CITY Turbo 1.0 SV (MY19),2020,AT,665000,341000,344000
HONDA,CITY,CITY Turbo 1.0 V (MY19),2020,AT,609000,273000,316000
HONDA,CITY,CITY 1.5 S (MY14) (MNC),2019,AT,589000,284000,273500
HONDA,CITY,CITY 1.5 S (MY14) Man,2019,AT,550000,217000,241000
HONDA,CITY,CITY 1.5 SV+ (MY14) (MNC),2019,-,751000,293000,325500
HONDA,CITY,CITY 1.5 V (MY14) (MNC),2019,AT,649000,237000,291000
HONDA,CITY,CITY 1.5 V+ (MY14) (MNC),2019,AT,689000,293000,313500
HONDA,CITY,CITY 1.5 S (MY14) (MNC),2018,AT,589000,238500,261000
HONDA,CITY,CITY 1.5 S (MY14) Man,2018,-,550000,201000,223500
HONDA,CITY,CITY 1.5 SV (MY14) (MNC),2018,AT,736000,310000,292000
HONDA,CITY,CITY 1.5 SV+ (MY14) (MNC),2018,AT,751000,281500,312500
HONDA,CITY,CITY 1.5 V (MY14) (MNC),2018,AT,649000,260000,284500
