Make, Model, Sub model, year, tranmission, Buyout price, Previous Bid, Current Bid
BMW,320 d,320 d 2.0 M Sport (G20) (CKD),2022,AT,2549000,1190000,1270500
BMW,320 d,320 d 2.0 M Sport (G20) (CKD),2021,AT,2549000,1055500,1128000
BMW,320 d,320 d 2.0 M Sport (G20) (MNC),2021,-,2549000,1130000,1207500
BMW,320 d,320 d 2.0 4dr Gran Turismo Sport (F34),2020,-,2299000,850000,911000
BMW,320 d,320 d 2.0 Grand Turismo Luxury LCI (F34),2020,-,2699000,929500,994500
BMW,320 d,320 d 2.0 Grand Turismo M Sport LCI (F34),2020,-,2999000,1030000,1101000
BMW,320 d,320 d 2.0 M Sport (G20) (CKD),2020,-,2549000,1034500,1106000
BMW,320 d,320 d 2.0 Sport (G20) (CBU),2020,-,2959000,964500,1031500
BMW,320 d,320 d 2.0 Grand Turismo Luxury LCI (F34),2019,AT,2699000,682000,902500
BMW,320 d,320 d 2.0 Grand Turismo M Sport LCI (F34),2019,-,2999000,935000,1000000
BMW,320 d,320 d 2.0 Iconic (F30),2019,AT,2259000,450000,736000
BMW,320 d,320 d 2.0 M Sport (F30),2019,-,2459000,758500,814500
BMW,320 d,320 d 2.0 Sport (G20) (CBU),2019,AT,2959000,926000,990500
BMW,320 d,320 d 2.0 Grand Turismo Luxury LCI (F34),2018,-,2929000,768000,824000
BMW,320 d,320 d 2.0 Grand Turismo M Sport LCI (F34),2018,-,2999000,829000,889000
BMW,320 d,320 d 2.0 Grand Turismo Sport LCI (F34),2018,-,2929000,768000,824000
BMW,320 d,320 d 2.0 Iconic (F30),2018,AT,2259000,510000,645000
BMW,320 d,320 d 2.0 M Sport (F30),2018,AT,2459000,665000,718000
BMW,320 d,320 d 2.0 4dr Gran Turismo Sport (F34),2017,-,3199000,703000,755500
BMW,320 d,320 d 2.0 Grand Turismo Luxury LCI (F34),2017,-,2929000,733000,787500
BMW,320 d,320 d 2.0 Grand Turismo M Sport LCI (F34),2017,-,2969000,789500,847500
BMW,320 d,320 d 2.0 Iconic (F30),2017,-,2229000,507500,559500
BMW,320 d,320 d 2.0 M Performance (F30),2017,-,2499000,623000,676000
BMW,320 d,320 d 2.0 4dr Gran Turismo Celebration Edition (F34),2016,-,3199000,715500,769000
BMW,320 d,320 d 2.0 4dr Gran Turismo Sport (F34),2016,-,3199000,600000,653500
BMW,320 d,320 d 2.0 Celebration Edition,2016,-,2799000,609500,663000
BMW,320 d,320 d 2.0 Iconic (F30),2016,-,2299000,488000,539500
BMW,320 d,320 d 2.0 Sport (F30),2016,-,2799000,583500,637000
BMW,320 d,320 d 2.0 4dr Gran Turismo Luxury (F34),2015,-,3199000,512500,565000
BMW,320 d,320 d 2.0 4dr Gran Turismo Sport (F34),2015,-,3199000,512500,565000
BMW,320 d,320 d 2.0 Luxury (F30),2015,AT,2549000,468000,478000
BMW,320 d,320 d 2.0 Luxury (F30) (MNC),2015,-,2799000,519500,571500
BMW,320 d,320 d 2.0 Sport (F30),2015,-,2799000,540500,593500
BMW,320 i,320 i 2.0 Luxury (F30),2017,-,2699000,483500,535000
BMW,320 i,320 i 2.0 M Sport (F30),2017,-,2699000,483500,535000
BMW,320 i,320 i 2.0 (F30),2016,AT,2399000,378000,445000
BMW,320 i,320 i 2.0 Luxury (F30),2016,-,2699000,451500,501500
BMW,320 i,320 i 2.0 Sport (F30),2016,-,2699000,467500,518500
BMW,320 i,320 i 2.0 (F30),2015,-,2249000,336000,373000
BMW,320 i,320 i 2.0 Luxury (F30),2015,-,2699000,443500,492500
BMW,320 i,320 i 2.0 M Sport (F30),2015,-,2599000,400000,444500
BMW,320 i,320 i 2.0 Sport (F30),2015,-,2679000,407000,452000
BMW,320 i,320 i 2.0 Sport (F30) (MNC),2015,-,2699000,443500,492500
BMW,320 i,320 i 2.0 (F30),2014,AT,2249000,357000,366000
BMW,320 i,320 i 2.0 Luxury Line (F30),2014,AT,2679000,395000,410500
BMW,320 i,320 i 2.0 Sport Line (F30),2014,AT,2679000,396000,440000
BMW,320 i,320 i 2.0 Luxury Line (F30),2013,-,2679000,329500,366000
BMW,320 i,320 i 2.0 Modern Line (F30),2013,-,2679000,333500,370500
BMW,320 i,320 i 2.0 Sport Line (F30),2013,-,2679000,347000,385500
BMW,320 i,320 i 2.0 (E90),2012,AT,2599000,232000,307500
BMW,320 i,320 i 2.0 Luxury Line (F30),2012,-,2679000,314000,349000
BMW,320 i,320 i 2.0 Modern Line (F30),2012,-,2679000,317000,352000
BMW,320 i,320 i 2.0 Sport Line (F30),2012,-,2679000,328000,364500
BMW,320 i,320 i 2.0 (E90),2011,AT,2599000,240500,267000
BMW,320 i,320 i 2.0 (E90),2010,-,2599000,222000,246500
BMW,320Ci,320Ci 2.0 2dr Convert(E93),2013,-,4299000,842000,902500
BMW,320Ci,320Ci 2.0 2dr Coupe(E92),2013,-,3799000,735500,790000
BMW,320Ci,320Ci 2.0 2dr Convert(E93),2012,-,4299000,728500,782500
BMW,320Ci,320Ci 2.0 2dr Coupe(E92),2012,-,3799000,632500,686000
BMW,320Ci,320Ci 2.0 2dr Convert(E93),2011,-,4299000,650000,703500
BMW,320Ci,320Ci 2.0 2dr Coupe(E92),2011,-,3799000,566500,619500
BMW,320Ci,320Ci 2.0 2dr Convert(E93),2010,-,4299000,573000,626000
BMW,320Ci,320Ci 2.0 2dr Coupe(E92),2010,-,3799000,498500,550000
BMW,320Ci,320Ci 2.0 2dr Convert(E93),2009,-,4499000,724000,778000
BMW,320Ci,320Ci 2.0 2dr Coupe(E92),2009,-,3999000,639500,692500
BMW,320Ci,320Ci 2.0 2dr Convert(E93),2008,-,4499000,820000,879500
BMW,320Ci,320Ci 2.0 2dr Coupe(E92),2008,-,3999000,731000,785000
BMW,320Li,320Li 2.0 Gran Sedan Luxury (G28) (CBU),2022,-,2469000,1220500,1303500
BMW,320Li,320Li 2.0 Gran Sedan Luxury (G28) (CBU),2021,-,2469000,1082000,1156000
BMW,325 d,325 d 2.0 M Sport,2015,-,3299000,599500,653000
BMW,325 d,325 d 2.0 M Sport,2014,-,3299000,550000,603000
BMW,325 i,325i 2.5 Sport (E90),2012,-,3199000,348500,387000
BMW,325 i,325 i 2.5 Sport (E90),2011,-,3199000,321500,357500
BMW,325 i,325 i 2.5 Sport (E90),2010,-,3199000,294000,327000
BMW,325 i,325 i 2.5 (E90),2008,AT,3300000,295000,328000
BMW,325 i,325 i 2.5 (E90),2007,AT,3300000,284000,315500
BMW,325Ci,325Ci 2.5 Convert (E93),2012,-,5199000,809000,867500
BMW,325Ci,325Ci 2.5 Coupe (E92),2012,-,4699000,707000,760000
BMW,325Ci,325Ci 2.5 Convert (E93),2011,-,5199000,767500,824000
BMW,325Ci,325Ci 2.5 Coupe (E92),2011,-,4699000,664000,717000
BMW,325Ci,325Ci 2.5 Convert (E93),2010,-,5199000,712500,766000
BMW,325Ci,325Ci 2.5 Coupe SE (E92),2010,-,4699000,585500,638500
BMW,325Ci,325Ci 2.5 Coupe Sport (E92),2010,-,4949000,621000,674500
BMW,325Ci,325Ci 2.5 Convert (E93),2009,-,5290000,771500,828500
BMW,325Ci,325Ci 2.5 Coupe SE (E92),2009,-,4900000,663500,716500
BMW,325Ci,325Ci 2.5 Coupe Sport (E92),2009,-,5100000,691000,744000
BMW,325Ci,325Ci 2.5 Convert (E93),2008,-,5290000,849500,910000
BMW,325Ci,325Ci 2.5 Coupe (E92),2008,-,4650000,741500,796500
BMW,325Ci,325Ci 2.5 Coupe SE (E92),2008,-,4900000,782500,840000
BMW,325Ci,325Ci 2.5 Coupe Sport (E92),2008,-,5100000,817000,876500
BMW,325Ci,325Ci 2.5 Convert (E93),2007,-,5200000,877000,939000
BMW,325Ci,325Ci 2.5 Coupe (E92),2007,-,4600000,709000,762000
BMW,328 i,328 i 2.0 M Sport,2015,-,3099000,475500,526500
BMW,328 i,328 i 2.0 M Sport,2014,-,3099000,439500,488500
BMW,328 i,328 i 2.0 M Sport,2013,-,3099000,402000,447000
BMW,328 i,328 i 2.0 M Sport (F30),2012,-,3099000,367500,408500
BMW,330 E,330 E 2.0 M Sport (G20) (CKD),2022,AT,2799000,1240000,1126000
BMW,330 E,330 E 2.0 M Sport M Performance Edition (G20) (CKD),2022,-,2999000,1137000,1214500
BMW,330 E,330 E 2.0 M Sport (G20) (CKD),2021,AT,2799000,1064500,1137500
BMW,330 E,330 E 2.0 M Sport (G20) (MNC),2021,AT,2799000,1042500,1114000
BMW,330 E,330 E 2.0 M Sport M Performance Edition (G20) (CKD),2021,-,2999000,1047000,1119000
BMW,330 E,330 E 2.0 M Sport (G20) (CKD),2020,AT,2799000,1039000,1110500
BMW,330 E,330 E 2.0 M Sport (CKD),2019,-,2759000,637000,690000
BMW,330 E,330 E 2.0 Sport (CKD),2019,AT,2359000,535000,587500
BMW,330 E,330 E 2.0 Iconic (CKD),2018,-,2259000,468500,519000
BMW,330 E,330 E 2.0 Luxury,2018,AT,2529000,402000,623000
BMW,330 E,330 E 2.0 M Sport (CKD),2018,AT,2759000,566500,619500
BMW,330 E,330 E 2.0 Sport (CKD),2018,-,2359000,525000,577500
BMW,330 E,330 E 2.0 Iconic (F30),2017,-,2229000,455000,505500
BMW,330 E,330 E 2.0 Luxury,2017,AT,2529000,523500,575500
BMW,330 E,330 E 2.0 M Sport,2017,-,3099000,638000,691500
BMW,330 E,330 E 2.0 M Sport (CKD),2017,-,2729000,544000,597000
BMW,330 E,330 E 2.0 Luxury,2016,AT,2599000,481000,532500
BMW,330 E,330 E 2.0 M Sport,2016,AT,3099000,500000,644500
BMW,330 i,330 i 2.0 M Sport (G20) (CBU),2020,-,3359000,1179000,1259000
BMW,330 i,330 i 2.0 M Sport (G20) (CBU),2019,-,3359000,1070000,1143500
BMW,330 i,330 i 2.0 M Sport (F30),2016,-,3099000,670500,723000
BMW,330 i,330 i 2.0 M Sport (F30),2015,-,3099000,610000,663500
BMW,330 i,330 i 3.0 (E90),2008,-,4000000,384000,427000
BMW,330 i,330 i 3.0 SE (E90),2008,-,4300000,414000,460000
BMW,330 i,330 i 3.0 (E90),2007,-,4000000,378500,420500
BMW,330 i,330 i 3.0 SE (E90),2007,-,4300000,409000,454500
BMW,330Li,330Li 2.0 M Sport (G28),2022,-,2899000,1242500,1327000
BMW,330Li,330Li 2.0 M Sport (G28),2021,AT,2899000,1121500,1198000
BMW,335Ci,335Ci 3.0 2dr Coupe (E92),2010,-,7500000,869000,930500
BMW,335Ci,335Ci 3.0 2dr Coupe (E92),2009,-,7500000,911000,975000
BMW,335Ci,335Ci 3.0 2dr Coupe (E92),2008,-,7500000,1121500,1198000
BMW,335Ci,335Ci 3.0 2dr Coupe (E92),2007,-,7500000,1141500,1219500
BMW,340 i,335Ci 3.0 2dr Coupe (E92),2010,-,7500000,869000,930500
BMW,340 i,335Ci 3.0 2dr Coupe (E92),2009,-,7500000,911000,975000
BMW,340 i,335Ci 3.0 2dr Coupe (E92),2008,-,7500000,1121500,1198000
BMW,340 i,335Ci 3.0 2dr Coupe (E92),2007,-,7500000,1141500,1219500
BMW,420Ci,420Ci 2.0 2dr M Sport (F32),2016,-,3699000,1027000,1097500
BMW,420Ci,420Ci 2.0 2dr M Sport (F33),2016,-,4199000,1151500,1230000
BMW,420Ci,420Ci 2.0 2dr Sport (F33),2016,-,3999000,1095500,1170500
BMW,420Ci,420Ci 2.0 4dr M Sport (F36),2016,-,3999000,1095500,1170500
BMW,420Ci,420Ci 2.0 4dr Sport (F36),2016,-,3799000,1039500,1111500
BMW,420Ci,420Ci 2.0 2dr Convert (F33),2015,-,3999000,994500,1063500
BMW,420Ci,420Ci 2.0 2dr M Sport (F32),2015,-,3699000,926000,990500
BMW,420Ci,420Ci 2.0 2dr M Sport (F33),2015,-,4199000,1037000,1108500
BMW,420Ci,420Ci 2.0 4dr M Sport (F36),2015,-,3999000,994500,1063500
BMW,420Ci,420Ci 2.0 4dr Sport (F36),2015,-,3799000,943500,1009000
BMW,420Ci,420Ci 2.0 2dr M Sport (F32),2014,-,3699000,811000,870000
BMW,420Ci,420Ci 2.0 2dr M Sport (F33),2014,-,4199000,931500,996500
BMW,420Ci,420Ci 2.0 2dr Sport (F32),2014,-,3499000,764000,820500
BMW,420Ci,420Ci 2.0 4dr M Sport (F36),2014,-,3999000,884000,946500
BMW,420Ci,420Ci 2.0 4dr Sport (F36),2014,-,3799000,837000,897000
BMW,420d,420d 2.0 Coupe M Sport,2017,-,4499000,1193000,1274500
BMW,420d,420d 2.0 Coupe M Sport Premium Package,2017,-,3999000,1089500,1164000
BMW,420d,420d 2.0 Coupe Sport,2017,-,3799000,1037500,1109000
BMW,420d,420d 2.0 Convertible M Sport,2016,-,4499000,1091000,1166000
BMW,420d,420d 2.0 Convertible Sport,2016,-,4299000,1031000,1102000
BMW,420d,420d 2.0 Coupe M Sport,2016,-,3999000,992500,1061000
BMW,420d,420d 2.0 Gran Coupe M Sport,2016,-,4349000,1065500,1138500
BMW,420d,420d 2.0 Gran Coupe Sport,2016,-,4149000,1031000,1102000
BMW,420d,420d 2.0 Convertible M Sport,2015,-,4499000,1024500,1095000
BMW,420d,420d 2.0 Convertible Sport,2015,-,4299000,977500,1045000
BMW,420d,420d 2.0 Coupe M Sport,2015,-,3999000,913000,977000
BMW,420d,420d 2.0 Coupe Sport,2015,-,3799000,852500,913500
BMW,420d,420d 2.0 Gran Coupe M Sport,2015,-,4349000,999000,1068000
BMW,420d,420d 2.0 Convertible M Sport,2014,-,4499000,957000,1023500
BMW,420d,420d 2.0 Convertible Sport,2014,-,4299000,910000,974000
BMW,420d,420d 2.0 Coupe M Sport,2014,-,3999000,871500,933000
BMW,420d,420d 2.0 Coupe Sport,2014,-,3799000,798500,856500
BMW,420d,420d 2.0 Gran Coupe M Sport,2014,-,4349000,936000,1001000
BMW,420d,420d 2.0 Coupe M Sport,2013,-,3999000,778000,835000
BMW,420d,420d 2.0 Coupe Sport,2013,-,3799000,735500,790000
BMW,428i,428i 2.0 Gran Coupe M Sport,2016,-,4649000,1095500,1170500
BMW,428i,428i 2.0 Gran Coupe M Sport,2015,-,4649000,981500,1049500
BMW,428i,428i 2.0 Gran Coupe M Sport,2014,-,4649000,944500,1010000
BMW,430 i,430 i 2.0 Convertible M Sport (CBU) (G23),2022,-,4499000,2143000,2279500
BMW,430 i,430 i 2.0 Coupe M Sport (CBU) (G22),2022,-,4139000,1949500,2074000
BMW,430 i,430 i 2.0 Coupe M Sport (CBU) (G22),2021,-,3969000,1742500,1855000
BMW,430 i,430 i 2.0 Convertible Luxury LCI (F33),2020,-,3959000,1490500,1589000
BMW,430 i,430 i 2.0 Convertible M Sport LCI (F33),2020,-,4259000,1578500,1682000
BMW,430 i,430 i 2.0 Coupe Luxury LCI (F32),2020,-,3459000,1315000,1403000
BMW,430 i,430 i 2.0 Coupe M Sport (CBU) (G22),2020,-,3969000,1631000,1737500
BMW,430 i,430 i 2.0 Coupe M Sport LCI (F32),2020,-,3759000,1411500,1505500
BMW,430 i,430 i 2.0 Convertible Luxury LCI (F33),2019,-,3959000,1393000,1486000
BMW,430 i,430 i 2.0 Convertible M Sport LCI (F33),2019,-,4259000,1507000,1606500
BMW,430 i,430 i 2.0 Coupe Luxury LCI (F32),2019,-,3459000,1214000,1296000
BMW,430 i,430 i 2.0 Coupe M Sport LCI (F32),2019,-,3759000,1318500,1407000
BMW,430 i,430 i 2.0 Convertible Luxury LCI (F33),2018,-,3959000,1269000,1354500
BMW,430 i,430 i 2.0 Convertible M Sport LCI (F33),2018,-,4259000,1360000,1451000
BMW,430 i,430 i 2.0 Coupe Luxury LCI (F32),2018,-,3459000,1073000,1147000
BMW,430 i,430 i 2.0 Coupe M Sport LCI (F32),2018,-,3759000,1190500,1271500
BMW,430 i,430 i 2.0 Convertible Luxury LCI (F33),2017,-,3929000,1176000,1256000
BMW,430 i,430 i 2.0 Convertible M Sport LCI (F33),2017,-,4229000,1232000,1315500
BMW,430 i,430 i 2.0 Coupe Luxury LCI (F32),2017,-,3429000,981500,1049500
BMW,430 i,430 i 2.0 Coupe M Sport LCI (F32),2017,-,3729000,1119500,1196000
BMW,520 d,520 d 2.0 M Sport (G30)LCI (CKD),2022,-,3669000,1817000,1934000
BMW,520 d,520 d 2.0 M Sport (G30)LCI (M Performance),2022,-,3619000,1781500,1896500
BMW,520 d,520 d 2.0 M Sport (G30) (CKD),2021,-,3539000,1623000,1729500
BMW,520 d,520 d 2.0 M Sport (G30)LCI (CKD),2021,-,3539000,1649500,1757500
BMW,520 d,520 d 2.0 M Sport (G30) (CKD),2020,AT,3539000,1008000,1120000
BMW,520 d,520 d 2.0 M Sport (G30) (CKD),2019,AT,3539000,1004500,1074000
BMW,520 d,520 d 2.0 Luxury (G30),2018,-,3799000,982000,1050000
BMW,520 d,520 d 2.0 M Sport (G30) (CKD),2018,AT,3539000,939000,1004000
BMW,520 d,520 d 2.0 Sport (G30) (CKD),2018,AT,3439000,877500,939500
BMW,520 d,520 d 2.0 Elite (F10)TwinPower Turbo (MY14),2017,-,2999000,656500,709500
BMW,520 d,520 d 2.0 Luxury (G30),2017,-,3799000,912000,976000
BMW,520 d,520 d 2.0 M Sport (F10)TwinPower Turbo (MY14),2017,-,3599000,807000,865500
BMW,520 d,520 d 2.0 Sport (G30) (CKD),2017,-,3399000,837500,898000
BMW,520 d,520 d 2.0 Elite (F10)TwinPower Turbo (MY14),2016,-,2999000,620000,673500
BMW,520 d,520 d 2.0 M Sport (F10)TwinPower Turbo (MY14),2016,-,3599000,670500,723000
BMW,520 d,520 d 2.0 (F10),2015,-,3499000,561500,615000
BMW,520 d,520 d 2.0 M Sport (F10)TwinPower Turbo (MY14),2015,-,3599000,656000,709000
BMW,520 i,520 i 2.0 (F10)TwinPower Turbo (MY14),2016,-,3349000,546500,599500
BMW,520 i,520 i 2.0 (F10)TwinPower Turbo,2015,-,3349000,501500,553500
BMW,520 i,520 i 2.0 (F10)TwinPower Turbo,2014,-,3599000,463500,514000
BMW,520 i,520 i 2.0 (F10)TwinPower Turbo (MY14),2014,-,3349000,463500,514000
BMW,520 i,520 i 2.0 (F10)TwinPower Turbo,2013,AT,3599000,423500,470500
BMW,520 i,520 i 2.0 (F10)TwinPower Turbo,2012,-,3599000,394000,437500
BMW,520 i,520 i 2.0 Touring Sport (F11)TwinPower Turbo,2012,-,4499000,558500,611500
BMW,523 i,523 i 2.5 (F10),2012,-,3799000,340000,377500
BMW,523 i,523 i 2.5 Highline (F10),2012,-,4249000,373500,415000
BMW,523 i,523 i 2.5 (F10),2011,AT,3799000,317000,352000
BMW,523 i,523 i 2.5 Highline (F10),2011,AT,4249000,317000,373000
BMW,523 i,523 i 2.5 (E60),2010,-,3900000,226000,251000
BMW,523 i,523i 2.5 (F10),2010,AT,3799000,293500,326000
BMW,523 i,523i 2.5 Highline (F10),2010,AT,4249000,314500,349500
BMW,523 i,523 i 2.5 (E60),2009,-,3900000,265000,294500
BMW,523 i,523 i 2.5 (E60),2008,-,3900000,328000,364500
BMW,523 i,523 i 2.5 (E60),2007,-,3800000,315000,350000
BMW,523 i,523 i 2.5 (E60) (MNC),2007,-,3900000,330500,367500
BMW,525 d,525 d 2.0 Luxury (F10)TwinPower Turbo (MY14),2017,-,3899000,652500,705500
BMW,525 d,525 d 2.0 M Sport (F10)TwinPower Turbo (MY14),2017,-,3999000,707000,760000
BMW,525 d,525 d 2.0 Celebration Edition (F10),2016,-,3899000,608500,661500
BMW,525 d,525 d 2.0 Luxury (F10)TwinPower Turbo (MY14),2016,-,3899000,570500,623500
BMW,525 d,525 d 2.0 M Sport (F10)TwinPower Turbo (MY14),2016,-,3999000,630000,683000
BMW,525 d,525 d 2.0 Luxury (F10)TwinPower Turbo (MY14),2015,-,3899000,436500,485000
BMW,525 d,525 d 2.0 M Sport (F10)TwinPower Turbo (MY14),2015,-,3999000,471000,521500
BMW,525 d,525 d 2.0 (F10),2014,-,4249000,462000,512500
BMW,525 d,525 d 2.0 Luxury (F10)TwinPower Turbo (MY14),2014,-,3899000,415000,461000
BMW,525 d,525 d 2.0 M Sport (F10)TwinPower Turbo (MY14),2014,-,3999000,464000,514500
BMW,525 d,525 d 2.0 (F10),2013,-,4249000,440000,488500
BMW,525 d,525 d 2.0 (F10),2012,-,4249000,400500,445000
BMW,525 d,525 d 3.0 (F10),2012,-,4399000,415000,461500
BMW,525 d,525 d 3.0 (F10),2011,AT,4399000,283000,426000
BMW,525 d,525d 3.0 (F10),2010,AT,4399000,354000,393000
BMW,525 i,525 i 2.5 (E60),2010,-,4400000,268000,297500
BMW,525 i,525 i 2.5 Sport (E60),2010,-,4549000,278000,308500
BMW,525 i,525 i 2.5 (E60),2009,-,4400000,322500,358500
BMW,525 i,525 i 2.5 Sport (E60),2009,-,4549000,333000,370000
BMW,525 i,525 i 2.5 (E60),2008,-,4400000,375000,416500
BMW,525 i,525I 2.5 Sport (E60),2008,-,4549000,392000,436000
BMW,525 i,525 i 2.5 (E60),2007,-,4300000,346500,385000
BMW,525 i,525 i 2.5 (E60) (MNC),2007,-,4400000,382500,425000
BMW,528 i,528 i 2.0 Luxury (F10)TwinPower Turbo (MY14),2017,-,3699000,670500,723500
BMW,528 i,528 i 2.0 M Sport (F10)TwinPower Turbo (MY14),2017,-,3799000,680000,732500
BMW,528 i,528 i 2.0 Luxury (F10)TwinPower Turbo (MY14),2016,-,3699000,626000,679500
BMW,528 i,528 i 2.0 M Sport (F10)TwinPower Turbo (MY14),2016,-,3799000,639500,692500
BMW,528 i,528 i 2.0 Luxury (F10)TwinPower Turbo (MY14),2015,-,3699000,609000,662500
BMW,528 i,528 i 2.0 M Sport (F10)TwinPower Turbo (MY14),2015,-,3799000,630000,683500
BMW,528 i,528 i 2.0 (F10)TwinPower Turbo,2014,-,4099000,512500,564500
BMW,528 i,528 i 2.0 Luxury (F10)TwinPower Turbo (MY14),2014,-,3699000,534500,587000
BMW,528 i,528 i 2.0 M Sport (F10)TwinPower Turbo (MY14),2014,-,3799000,552500,605500
BMW,528 i,528 i 2.0 Sport (F10)TwinPower Turbo,2014,-,4299000,544500,597000
BMW,528 i,528 i 2.0 (F10)TwinPower Turbo,2013,-,4099000,408500,454000
BMW,528 i,528 i 2.0 Sport (F10)TwinPower Turbo,2013,-,4299000,444000,493000
BMW,528 i,528 i 2.0 (F10)TwinPower Turbo,2012,-,4099000,392500,436000
BMW,528 i,528 i 2.0 Sport (F10)TwinPower Turbo,2012,-,4299000,410000,455500
BMW,530 d,530 d 3.0 (F10),2012,-,7299000,834500,894500
BMW,530 d,530 d 3.0 (F10),2011,-,7299000,771500,828500
BMW,530 d,530d 3.0 (F10),2010,-,7299000,704500,757000
BMW,530 e,530 e 2.0 Elite (G30)LCI (CKD),2022,-,3199000,1295500,1383000
BMW,530 e,530 e 2.0 M Sport (G30)LCI (CKD),2022,-,3809000,1472000,1569500
BMW,530 e,530 e 2.0 Elite (G30) (CKD),2021,-,2999000,910500,974500
BMW,530 e,530 e 2.0 Elite (G30)LCI (CKD),2021,-,2999000,1240000,1324000
BMW,530 e,530 e 2.0 M Sport (G30) (CKD),2021,-,3939000,1187000,1268000
BMW,530 e,530 e 2.0 M Sport (G30)LCI (CKD),2021,-,3739000,1451000,1547500
BMW,530 e,530 e 2.0 Elite (G30) (CKD),2020,-,2999000,797000,855000
BMW,530 e,530 e 2.0 Highline (G30) (CKD),2020,-,3539000,850000,911000
BMW,530 e,530 e 2.0 M Sport (G30) (CKD),2020,-,3939000,973500,1041000
BMW,530 e,530 e 2.0 Elite (G30) (CKD),2019,AT,2999000,704000,847000
BMW,530 e,530 e 2.0 Highline (G30) (CKD),2019,-,3539000,811500,870000
BMW,530 e,530 e 2.0 M Sport (G30) (CKD),2019,AT,3939000,930500,995000
BMW,530 e,530 e 2.0 Highline (G30) (CKD),2018,AT,3539000,530000,829000
BMW,530 e,530 e 2.0 Luxury (G30) (CKD),2018,-,3639000,772000,829000
BMW,530 e,530 e 2.0 M Sport (G30) (CKD),2018,-,3939000,868500,930500
BMW,530 e,530 e 2.0 Luxury (G30) (CKD),2017,-,3639000,742000,797000
BMW,530 e,530 e 2.0 M Sport (G30) (CKD),2017,-,3939000,807000,865500
BMW,530 i,530 i 2.0 Touring M Sport (G31) (CBU),2020,-,4539000,1640000,1747000
BMW,530 i,530 i 2.0 Touring M Sport (G31) (CBU),2019,-,4539000,1476000,1574000
BMW,530 i,530 i 2.0 M Sport (G30),2018,-,4339000,1129500,1207000
BMW,530 i,530 i 2.0 Touring M Sport (G31) (CBU),2018,-,4539000,1369000,1460500
BMW,530 i,530 i 2.0 M Sport (G30),2017,-,4299000,960000,1026500
BMW,530 i,530 i 3.0 (E60),2007,-,4900000,421000,467500
BMW,535 i,535 i 3.0 (F10),2012,-,7599000,741000,796000
BMW,535 i,535 i 3.0 (F10),2011,-,7599000,650000,703500
BMW,535 i,535I 3.0 (F10),2010,-,7599000,572000,625000
BMW,630 d,630 d 3.0 Gran Turismo M Sport (G32),2020,-,4739000,1569500,1672500
BMW,630 d,630 d 3.0 Gran Turismo M Sport (G32),2019,-,4739000,1388500,1481500
BMW,630 d,630 d 3.0 Gran Turismo M Sport (G32),2018,-,4739000,1277500,1363500
BMW,630 d,630 d 3.0 Gran Turismo M Sport (G32),2017,-,4699000,1215000,1297000
BMW,630Ci,630Ci 3.0 (E63),2012,-,9499000,941000,1006500
BMW,630Ci,630Ci 3.0 (E63),2011,-,9499000,878000,940000
BMW,630Ci,630Ci 3.0 (E63),2010,-,9499000,784500,841500
BMW,630Ci,630Ci 3.0 (E63),2009,-,9499000,945000,1010500
BMW,630Ci,630Ci 3.0 (E63),2008,-,9499000,1283000,1369500
BMW,630Ci,630Ci 3.0 (E63),2007,-,8900000,1195000,1276000
BMW,630i,630i 2.0 Gran Turismo M Sport (G32) (CBU),2022,-,4169000,1870500,1990000
BMW,630i,630i 2.0 Gran Turismo M Sport (G32) (CBU),2021,-,4099000,1672000,1780500
BMW,630i,630i 2.0 Gran Turismo M Sport (G32) (LCI) (CBU),2021,-,4399000,1610000,1715500
BMW,630i,630i 2.0 Gran Turismo M Sport (G32) (CBU),2020,-,4399000,1494500,1593500
BMW,640Ci,640Ci 3.0 2dr Convert(F13),2015,-,9499000,1543000,1644500
BMW,640Ci,640Ci 3.0 2dr Coupe(F12),2015,-,8599000,1435500,1531000
BMW,640Ci,640Ci 3.0 4dr Gran Coupe(F12),2015,-,9299000,1513000,1612500
BMW,640Ci,640Ci 3.0 2dr Convert(F13),2014,-,9499000,1454500,1551000
BMW,640Ci,640Ci 3.0 2dr Coupe(F12),2014,-,8599000,1352000,1443000
BMW,640Ci,640Ci 3.0 4dr Gran Coupe(F12),2014,-,9299000,1429000,1524000
BMW,640Ci,640Ci 3.0 2dr Convert(F13),2013,-,9499000,1364000,1455500
BMW,640Ci,640Ci 3.0 2dr Coupe(F12),2013,-,8599000,1241000,1325000
BMW,640Ci,640Ci 3.0 4dr Gran Coupe(F12),2013,-,9299000,1334500,1424000
BMW,640Ci,640Ci 3.0 2dr Convert(F13),2012,-,9499000,1240500,1324500
BMW,640Ci,640Ci 3.0 2dr Coupe(F12),2012,-,8599000,1135000,1212500
BMW,640Ci,640Ci 3.0 4dr Gran Coupe(F12),2012,-,9299000,1228000,1311000
BMW,640Ci,640Ci 3.0 2dr Convert(F13),2011,-,9499000,1097000,1172000
BMW,650Ci,650Ci 4.8 Convert(E63),2012,-,12899000,1605000,1710000
BMW,650Ci,650Ci 4.8 Coupe(E63),2012,-,12299000,1524500,1625000
BMW,650Ci,650Ci 4.8 Convert(E63),2011,-,12899000,1497500,1596500
BMW,650Ci,650Ci 4.8 Coupe(E63),2011,-,12299000,1425500,1520500
